extraction_key,source,gene_trait_uid,gene,candidate_trait_key,candidate_trait_name,population,genome_build,unit_analysis_role,mixed_pool,status,cache_action,data_url,index_url,local_index_path,local_index_sha256,chrom,tabix_contig,contig_match_method,window_start_1based,window_end_1based,n_raw_records,n_parsed_records,n_malformed_records,n_unique_variant_keys,n_duplicate_variant_key_rows,minimum_position,maximum_position,n_outside_locked_window,header_method,n_columns,output_parquet,output_sidecar,output_size_bytes,output_sha256,failure_reason,completed_at_utc
gt_1c362988229c8005__EUR,GBMI,gt_1c362988229c8005,RARG,GBMI::COPD,Chronic obstructive pulmonary disease,EUR,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/COPD_Bothsex_eur_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/COPD_Bothsex_eur_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_aaa8f3910906_COPD_Bothsex_eur_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,ade8e5ccae96c3ba1d58dae50269f934ac5921cd89a927bb79073896a58b4a15,12,12,exact_contig_match,53110567,53332980,1707,1707,0,1707,0,53110589,53332932,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_1c362988229c8005__EUR.parquet,intermediate/15b3/GBMI/gt_1c362988229c8005__EUR.json,83414,7ad523214f8f75c00ded35de767e8edc244cc6c4fe7d03ef47e669f783a1d934,,2026-07-24T20:28:45.542237+00:00
gt_3ff7791c43db60b1__AFR,GBMI,gt_3ff7791c43db60b1,SERPINA1,GBMI::COPD,Chronic obstructive pulmonary disease,AFR,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/COPD_Bothsex_afr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/COPD_Bothsex_afr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_d4285154df57_COPD_Bothsex_afr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,b10de918cf4b7d8a0aef52bbb7e36d25cf0bcc35770789a15c10d6dfe9d831a8,14,14,exact_contig_match,94276747,94490693,1780,1780,0,1780,0,94276772,94490664,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_3ff7791c43db60b1__AFR.parquet,intermediate/15b3/GBMI/gt_3ff7791c43db60b1__AFR.json,78963,8cf373f9ea1d126061289f3d76ea4ff7aa418c341113d2a351756e3739eccb61,,2026-07-24T20:28:08.679859+00:00
gt_3ff7791c43db60b1__AMR,GBMI,gt_3ff7791c43db60b1,SERPINA1,GBMI::COPD,Chronic obstructive pulmonary disease,AMR,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/COPD_Bothsex_amr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/COPD_Bothsex_amr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_5ab1f7fb3af8_COPD_Bothsex_amr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,d7ac3be06c4be343a5ddd2ccf50c7ce1e0221b4873d8b615d5a1cd69d95eb4de,14,14,exact_contig_match,94276747,94490693,1016,1016,0,1016,0,94277064,94490664,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_3ff7791c43db60b1__AMR.parquet,intermediate/15b3/GBMI/gt_3ff7791c43db60b1__AMR.json,46067,9b9ae1c2a06dcc39981f5711f3e066a412dcbcac696ce23e83d0a0f037624232,,2026-07-24T20:28:21.132869+00:00
gt_3ff7791c43db60b1__EAS,GBMI,gt_3ff7791c43db60b1,SERPINA1,GBMI::COPD,Chronic obstructive pulmonary disease,EAS,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/COPD_Bothsex_eas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/COPD_Bothsex_eas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_0f817aa0ad58_COPD_Bothsex_eas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,0545fb27aab026d62beb2f6519eec04fb4b761ea1c006f49cc49a22b40a82a24,14,14,exact_contig_match,94276747,94490693,925,925,0,925,0,94277064,94490525,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_3ff7791c43db60b1__EAS.parquet,intermediate/15b3/GBMI/gt_3ff7791c43db60b1__EAS.json,43386,1412cc0a68bc1d22928c6303cbd423734748a14502175fad70c42c59d60ae082,,2026-07-24T20:28:33.384442+00:00
gt_3ff7791c43db60b1__EUR,GBMI,gt_3ff7791c43db60b1,SERPINA1,GBMI::COPD,Chronic obstructive pulmonary disease,EUR,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/COPD_Bothsex_eur_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/COPD_Bothsex_eur_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_aaa8f3910906_COPD_Bothsex_eur_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,ade8e5ccae96c3ba1d58dae50269f934ac5921cd89a927bb79073896a58b4a15,14,14,exact_contig_match,94276747,94490693,2263,2263,0,2263,0,94277064,94490664,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_3ff7791c43db60b1__EUR.parquet,intermediate/15b3/GBMI/gt_3ff7791c43db60b1__EUR.json,107510,f4eb1ef2755f2a546ee0219381a496f5788607df5105ffddaf543b5fa636cd02,,2026-07-24T20:28:46.232897+00:00
gt_44622dded6eb753b__AFR,GBMI,gt_44622dded6eb753b,TSLP,GBMI::COPD,Chronic obstructive pulmonary disease,AFR,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/COPD_Bothsex_afr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/COPD_Bothsex_afr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_d4285154df57_COPD_Bothsex_afr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,b10de918cf4b7d8a0aef52bbb7e36d25cf0bcc35770789a15c10d6dfe9d831a8,5,5,exact_contig_match,110970062,111178026,1893,1893,0,1893,0,110970117,111178020,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_44622dded6eb753b__AFR.parquet,intermediate/15b3/GBMI/gt_44622dded6eb753b__AFR.json,82526,665a2ba5006c80a69200318e95eb634ee384e1af061a2b32dca355ee2eb0fd69,,2026-07-24T20:28:11.921095+00:00
gt_44622dded6eb753b__AMR,GBMI,gt_44622dded6eb753b,TSLP,GBMI::COPD,Chronic obstructive pulmonary disease,AMR,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/COPD_Bothsex_amr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/COPD_Bothsex_amr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_5ab1f7fb3af8_COPD_Bothsex_amr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,d7ac3be06c4be343a5ddd2ccf50c7ce1e0221b4873d8b615d5a1cd69d95eb4de,5,5,exact_contig_match,110970062,111178026,923,923,0,923,0,110971684,111178020,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_44622dded6eb753b__AMR.parquet,intermediate/15b3/GBMI/gt_44622dded6eb753b__AMR.json,42774,63894f05ea455273370c077d52aab423729cf8014e9ebee8d7a1cfc9e13ddc71,,2026-07-24T20:28:24.446835+00:00
gt_44622dded6eb753b__EAS,GBMI,gt_44622dded6eb753b,TSLP,GBMI::COPD,Chronic obstructive pulmonary disease,EAS,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/COPD_Bothsex_eas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/COPD_Bothsex_eas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_0f817aa0ad58_COPD_Bothsex_eas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,0545fb27aab026d62beb2f6519eec04fb4b761ea1c006f49cc49a22b40a82a24,5,5,exact_contig_match,110970062,111178026,862,862,0,862,0,110970573,111177747,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_44622dded6eb753b__EAS.parquet,intermediate/15b3/GBMI/gt_44622dded6eb753b__EAS.json,41919,14e2726167e3c1ce195595d6cdf2c14324d8ebc6276486440a6981f2d4e7d4dd,,2026-07-24T20:28:36.458982+00:00
gt_44622dded6eb753b__EUR,GBMI,gt_44622dded6eb753b,TSLP,GBMI::COPD,Chronic obstructive pulmonary disease,EUR,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/COPD_Bothsex_eur_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/COPD_Bothsex_eur_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_aaa8f3910906_COPD_Bothsex_eur_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,ade8e5ccae96c3ba1d58dae50269f934ac5921cd89a927bb79073896a58b4a15,5,5,exact_contig_match,110970062,111178026,2292,2292,0,2292,0,110970117,111178020,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_44622dded6eb753b__EUR.parquet,intermediate/15b3/GBMI/gt_44622dded6eb753b__EUR.json,108073,b5bc1a133fda352b14b6fbef82b412d9ec81349e61be7901109610866d2e682e,,2026-07-24T20:28:50.261007+00:00
gt_e905fdaa484f8536__AFR,GBMI,gt_e905fdaa484f8536,PPARG,GBMI::Gout,Gout,AFR,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/Gout_Bothsex_afr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/Gout_Bothsex_afr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_e35cab1125b7_Gout_Bothsex_afr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,0a1bbb2099d81cc3af9639da0b12227372b0dbc633a3e1acff7371d181fedb12,3,3,exact_contig_match,12187368,12534356,2333,2333,0,2333,0,12187515,12534278,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_e905fdaa484f8536__AFR.parquet,intermediate/15b3/GBMI/gt_e905fdaa484f8536__AFR.json,100684,80e9b26fcb45f00672100a269902bf29bb5ab82f958ca836c246fbf1aabfec63,,2026-07-24T20:28:56.898880+00:00
gt_e905fdaa484f8536__AMR,GBMI,gt_e905fdaa484f8536,PPARG,GBMI::Gout,Gout,AMR,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/Gout_Bothsex_amr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/Gout_Bothsex_amr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_2a7b9a878f9b_Gout_Bothsex_amr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,c0d1c80435a27abd2085a60cae15462fc73fd3abdb8bfdeefe7bc174ec8fc002,3,3,exact_contig_match,12187368,12534356,1364,1364,0,1364,0,12187515,12534094,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_e905fdaa484f8536__AMR.parquet,intermediate/15b3/GBMI/gt_e905fdaa484f8536__AMR.json,59114,df4073849f1870055e3876bea5f267c698de34848949061aa0b83eef057751af,,2026-07-24T20:29:00.120251+00:00
gt_e905fdaa484f8536__EAS,GBMI,gt_e905fdaa484f8536,PPARG,GBMI::Gout,Gout,EAS,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/Gout_Bothsex_eas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/Gout_Bothsex_eas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_6415eb83358a_Gout_Bothsex_eas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,66dd22f3ef150bdc488ed502b17126c43bb01843aec8b377f02d0c30155713e2,3,3,exact_contig_match,12187368,12534356,1401,1401,0,1401,0,12187404,12534094,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_e905fdaa484f8536__EAS.parquet,intermediate/15b3/GBMI/gt_e905fdaa484f8536__EAS.json,62166,afedc305a2de26c690aa7f77f56bb578dc70092a5bb93f8a638a49a460141bf3,,2026-07-24T20:29:03.374249+00:00
gt_e905fdaa484f8536__EUR,GBMI,gt_e905fdaa484f8536,PPARG,GBMI::Gout,Gout,EUR,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/Gout_Bothsex_eur_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/Gout_Bothsex_eur_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_bc38c256b493_Gout_Bothsex_eur_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,93ba15ab0822b7d6a30350a5f85e22618e55577b8e5d86e6fa1f88bec88840f2,3,3,exact_contig_match,12187368,12534356,3322,3322,0,3322,0,12187460,12534287,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_e905fdaa484f8536__EUR.parquet,intermediate/15b3/GBMI/gt_e905fdaa484f8536__EUR.json,149487,78f0f608490b9d7376ea18d179080585db51e0e070a5ed0313db293066cfe89a,,2026-07-24T20:29:06.769176+00:00
gt_2a7e2fce1378c79e__AFR,GBMI,gt_2a7e2fce1378c79e,SLC22A12,GBMI::Gout,Gout,AFR,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/Gout_Bothsex_afr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/Gout_Bothsex_afr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_e35cab1125b7_Gout_Bothsex_afr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,0a1bbb2099d81cc3af9639da0b12227372b0dbc633a3e1acff7371d181fedb12,11,11,exact_contig_match,64490641,64702353,1184,1184,0,1184,0,64490810,64702194,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_2a7e2fce1378c79e__AFR.parquet,intermediate/15b3/GBMI/gt_2a7e2fce1378c79e__AFR.json,56164,815df310fdebe0073b2914f74f08b9c33bafd24efbb3b516b5f3900592b1f3a7,,2026-07-24T20:28:56.274833+00:00
gt_2a7e2fce1378c79e__AMR,GBMI,gt_2a7e2fce1378c79e,SLC22A12,GBMI::Gout,Gout,AMR,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/Gout_Bothsex_amr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/Gout_Bothsex_amr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_2a7b9a878f9b_Gout_Bothsex_amr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,c0d1c80435a27abd2085a60cae15462fc73fd3abdb8bfdeefe7bc174ec8fc002,11,11,exact_contig_match,64490641,64702353,596,596,0,596,0,64490810,64701767,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_2a7e2fce1378c79e__AMR.parquet,intermediate/15b3/GBMI/gt_2a7e2fce1378c79e__AMR.json,31426,1d7e078c56de40af7c4fd1fb9708fb48b6357dcabb2bd811fad0040b10faaa3e,,2026-07-24T20:28:59.476031+00:00
gt_2a7e2fce1378c79e__EAS,GBMI,gt_2a7e2fce1378c79e,SLC22A12,GBMI::Gout,Gout,EAS,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/Gout_Bothsex_eas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/Gout_Bothsex_eas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_6415eb83358a_Gout_Bothsex_eas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,66dd22f3ef150bdc488ed502b17126c43bb01843aec8b377f02d0c30155713e2,11,11,exact_contig_match,64490641,64702353,662,662,0,662,0,64490810,64702114,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_2a7e2fce1378c79e__EAS.parquet,intermediate/15b3/GBMI/gt_2a7e2fce1378c79e__EAS.json,35116,725755ac766c18e2f5cb25fca4f241408deec11f49a7586bf3529920ee6f814e,,2026-07-24T20:29:02.731184+00:00
gt_2a7e2fce1378c79e__EUR,GBMI,gt_2a7e2fce1378c79e,SLC22A12,GBMI::Gout,Gout,EUR,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/Gout_Bothsex_eur_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/Gout_Bothsex_eur_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_bc38c256b493_Gout_Bothsex_eur_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,93ba15ab0822b7d6a30350a5f85e22618e55577b8e5d86e6fa1f88bec88840f2,11,11,exact_contig_match,64490641,64702353,1710,1710,0,1710,0,64490810,64702277,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_2a7e2fce1378c79e__EUR.parquet,intermediate/15b3/GBMI/gt_2a7e2fce1378c79e__EUR.json,81405,8da0026b616f5766f47b7ce77678794a7b24235611d2614e88669693e2544405,,2026-07-24T20:29:06.046844+00:00
gt_a079fbca689ff34a__AFR,GBMI,gt_a079fbca689ff34a,ENPEP,GBMI::HF,Heart failure,AFR,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/HF_Bothsex_afr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/HF_Bothsex_afr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_fc9b498dd2e8_HF_Bothsex_afr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,3a87b547e13f0402eadb54aed25a11293cf0fd4b01909ac209f4216608b2752a,4,4,exact_contig_match,110265733,110665285,2803,2803,0,2803,0,110266527,110665273,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_a079fbca689ff34a__AFR.parquet,intermediate/15b3/GBMI/gt_a079fbca689ff34a__AFR.json,117434,2753fa04615b79fe04ee8370109528b2a63c5bc6c28522f02d602781ee21e3ab,,2026-07-24T20:29:09.447710+00:00
gt_a079fbca689ff34a__AMR,GBMI,gt_a079fbca689ff34a,ENPEP,GBMI::HF,Heart failure,AMR,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/HF_Bothsex_amr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/HF_Bothsex_amr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_7afe1d0827f6_HF_Bothsex_amr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,bce740ae4c588fed8e7eabf77cf6af894db4459ba281ada325fff98f5d9846bb,4,4,exact_contig_match,110265733,110665285,956,956,0,956,0,110266527,110664581,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_a079fbca689ff34a__AMR.parquet,intermediate/15b3/GBMI/gt_a079fbca689ff34a__AMR.json,41997,729c5bebfae90b0d3c0721870dc9e83afb00708fd93e1bd3649c896ae0e87cb4,,2026-07-24T20:29:17.764839+00:00
gt_a079fbca689ff34a__EAS,GBMI,gt_a079fbca689ff34a,ENPEP,GBMI::HF,Heart failure,EAS,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/HF_Bothsex_eas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/HF_Bothsex_eas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_45b01678216b_HF_Bothsex_eas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,f77c1911c5ff6d425fa8454fc64c96bd5e5e46ee17a3e163b02bcc9a84329caf,4,4,exact_contig_match,110265733,110665285,1690,1690,0,1690,0,110266527,110664581,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_a079fbca689ff34a__EAS.parquet,intermediate/15b3/GBMI/gt_a079fbca689ff34a__EAS.json,70571,bf6a74289f5559d7b25a38a40018ac393cc337014c7aa7949bb84901d0fa2167,,2026-07-24T20:29:20.327880+00:00
gt_a079fbca689ff34a__EUR,GBMI,gt_a079fbca689ff34a,ENPEP,GBMI::HF,Heart failure,EUR,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/HF_Bothsex_eur_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/HF_Bothsex_eur_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_ea6701daadc4_HF_Bothsex_eur_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,c64dfaee2b051ed9a8ea1aeffa94ffc9c5f9fe8393ea67e95d25fcd2573136bd,4,4,exact_contig_match,110265733,110665285,3682,3682,0,3682,0,110265742,110665273,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_a079fbca689ff34a__EUR.parquet,intermediate/15b3/GBMI/gt_a079fbca689ff34a__EUR.json,162966,dc88343b5f960f898188765d31e67d4def9f1eb0a4acb4415234206a20386645,,2026-07-24T20:29:25.413220+00:00
gt_03254368f30b6f1a__AFR,GBMI,gt_03254368f30b6f1a,GRM7,GBMI::Stroke,Stroke,AFR,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/Stroke_Bothsex_afr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/Stroke_Bothsex_afr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_a4766880a4a4_Stroke_Bothsex_afr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,28614040f19992acd8d40a14c80510187b6eae0a6bb2adccf412ff37453db692,3,3,exact_contig_match,6670001,7841533,9836,9836,0,9836,0,6670088,7841294,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_03254368f30b6f1a__AFR.parquet,intermediate/15b3/GBMI/gt_03254368f30b6f1a__AFR.json,369802,32677141a0b479deb5cf2688d4f7593105eb90ce6a4ddb18c2a9e57b1a624341,,2026-07-24T20:29:29.065467+00:00
gt_03254368f30b6f1a__AMR,GBMI,gt_03254368f30b6f1a,GRM7,GBMI::Stroke,Stroke,AMR,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/Stroke_Bothsex_amr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/Stroke_Bothsex_amr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_43a91be7078e_Stroke_Bothsex_amr_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,1c7aa2757b401ca4feb08c213cd4ed5b47b19c6f4af468fbf123c8de2af60517,3,3,exact_contig_match,6670001,7841533,3930,3930,0,3930,0,6670088,7840927,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_03254368f30b6f1a__AMR.parquet,intermediate/15b3/GBMI/gt_03254368f30b6f1a__AMR.json,143688,9ddd80db7730b1ab2c50f099476cac092610967215d8c5724405e1631ed31ca4,,2026-07-24T20:29:33.224522+00:00
gt_03254368f30b6f1a__EAS,GBMI,gt_03254368f30b6f1a,GRM7,GBMI::Stroke,Stroke,EAS,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/Stroke_Bothsex_eas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/Stroke_Bothsex_eas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_ed3933653a61_Stroke_Bothsex_eas_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,5aa494cf5a9c2951ce082018fcea1643fd0bb3ae4c4a2f7356a32791a8fc9bed,3,3,exact_contig_match,6670001,7841533,4312,4312,0,4312,0,6670088,7840733,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_03254368f30b6f1a__EAS.parquet,intermediate/15b3/GBMI/gt_03254368f30b6f1a__EAS.json,161423,8b5da576ee7d4967fd18472a1fe99ab2be25f0a2315064c92ee77628644eff87,,2026-07-24T20:29:37.124627+00:00
gt_03254368f30b6f1a__EUR,GBMI,gt_03254368f30b6f1a,GRM7,GBMI::Stroke,Stroke,EUR,GRCh38,PRIMARY,False,EXTRACTED,REUSED,https://gbmi-sumstats.s3.amazonaws.com/Stroke_Bothsex_eur_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz,https://gbmi-sumstats.s3.amazonaws.com/Stroke_Bothsex_eur_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,input/tabix_indexes/15b3/GBMI_aa4d41daf3ad_Stroke_Bothsex_eur_inv_var_meta_GBMI_052021_nbbkgt1.txt.gz.tbi,679a3bed90aecd8dc6453c510c53d37aa21d2fc4da9e419641b6578f012892c9,3,3,exact_contig_match,6670001,7841533,13642,13642,0,13642,0,6670088,7841506,0,tabix_metadata_header,17,intermediate/15b3/GBMI/gt_03254368f30b6f1a__EUR.parquet,intermediate/15b3/GBMI/gt_03254368f30b6f1a__EUR.json,581564,34cc63ac6f7065ea22660224dff178fa1dd06abd1a30ea94f854f7f6815ca6b7,,2026-07-24T20:29:41.701571+00:00
