candidate_source,genome_build,comparison_population,source_population_label,eur_reference_family,eur_reference_population,eur_population_match,eur_ld_matrix,eur_variant_index,comparison_reference_family,comparison_reference_population,comparison_population_match,comparison_ld_matrix,comparison_variant_index,kgp_vcf_url,kgp_vcf_index_url,kgp_sample_panel_url,ld_reference_ready,failure_reason
GBMI,GRCh38,EAS,EAS,1000 Genomes phased GRCh38,EUR,exact_superpopulation,,,1000 Genomes phased GRCh38,EAS,exact_source_population_label,,,https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000_genomes_project/release/20190312_biallelic_SNV_and_INDEL/ALL.chr2.shapeit2_integrated_snvindels_v2a_27022019.GRCh38.phased.vcf.gz,https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000_genomes_project/release/20190312_biallelic_SNV_and_INDEL/ALL.chr2.shapeit2_integrated_snvindels_v2a_27022019.GRCh38.phased.vcf.gz.tbi,https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/release/20130502/integrated_call_samples_v3.20130502.ALL.panel,True,
GBMI,GRCh38,EAS,EAS,1000 Genomes phased GRCh38,EUR,exact_superpopulation,,,1000 Genomes phased GRCh38,EAS,exact_source_population_label,,,https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000_genomes_project/release/20190312_biallelic_SNV_and_INDEL/ALL.chr9.shapeit2_integrated_snvindels_v2a_27022019.GRCh38.phased.vcf.gz,https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000_genomes_project/release/20190312_biallelic_SNV_and_INDEL/ALL.chr9.shapeit2_integrated_snvindels_v2a_27022019.GRCh38.phased.vcf.gz.tbi,https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/release/20130502/integrated_call_samples_v3.20130502.ALL.panel,True,
GBMI,GRCh38,EAS,EAS,1000 Genomes phased GRCh38,EUR,exact_superpopulation,,,1000 Genomes phased GRCh38,EAS,exact_source_population_label,,,https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000_genomes_project/release/20190312_biallelic_SNV_and_INDEL/ALL.chr16.shapeit2_integrated_snvindels_v2a_27022019.GRCh38.phased.vcf.gz,https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000_genomes_project/release/20190312_biallelic_SNV_and_INDEL/ALL.chr16.shapeit2_integrated_snvindels_v2a_27022019.GRCh38.phased.vcf.gz.tbi,https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/release/20130502/integrated_call_samples_v3.20130502.ALL.panel,True,
GBMI,GRCh38,EAS,EAS,1000 Genomes phased GRCh38,EUR,exact_superpopulation,,,1000 Genomes phased GRCh38,EAS,exact_source_population_label,,,https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000_genomes_project/release/20190312_biallelic_SNV_and_INDEL/ALL.chr7.shapeit2_integrated_snvindels_v2a_27022019.GRCh38.phased.vcf.gz,https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000_genomes_project/release/20190312_biallelic_SNV_and_INDEL/ALL.chr7.shapeit2_integrated_snvindels_v2a_27022019.GRCh38.phased.vcf.gz.tbi,https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/release/20130502/integrated_call_samples_v3.20130502.ALL.panel,True,
GBMI,GRCh38,EAS,EAS,1000 Genomes phased GRCh38,EUR,exact_superpopulation,,,1000 Genomes phased GRCh38,EAS,exact_source_population_label,,,https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000_genomes_project/release/20190312_biallelic_SNV_and_INDEL/ALL.chr8.shapeit2_integrated_snvindels_v2a_27022019.GRCh38.phased.vcf.gz,https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000_genomes_project/release/20190312_biallelic_SNV_and_INDEL/ALL.chr8.shapeit2_integrated_snvindels_v2a_27022019.GRCh38.phased.vcf.gz.tbi,https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/release/20130502/integrated_call_samples_v3.20130502.ALL.panel,True,
GBMI,GRCh38,EAS,EAS,1000 Genomes phased GRCh38,EUR,exact_superpopulation,,,1000 Genomes phased GRCh38,EAS,exact_source_population_label,,,https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000_genomes_project/release/20190312_biallelic_SNV_and_INDEL/ALL.chr11.shapeit2_integrated_snvindels_v2a_27022019.GRCh38.phased.vcf.gz,https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000_genomes_project/release/20190312_biallelic_SNV_and_INDEL/ALL.chr11.shapeit2_integrated_snvindels_v2a_27022019.GRCh38.phased.vcf.gz.tbi,https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/release/20130502/integrated_call_samples_v3.20130502.ALL.panel,True,
GBMI,GRCh38,EAS,EAS,1000 Genomes phased GRCh38,EUR,exact_superpopulation,,,1000 Genomes phased GRCh38,EAS,exact_source_population_label,,,https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000_genomes_project/release/20190312_biallelic_SNV_and_INDEL/ALL.chr4.shapeit2_integrated_snvindels_v2a_27022019.GRCh38.phased.vcf.gz,https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000_genomes_project/release/20190312_biallelic_SNV_and_INDEL/ALL.chr4.shapeit2_integrated_snvindels_v2a_27022019.GRCh38.phased.vcf.gz.tbi,https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/release/20130502/integrated_call_samples_v3.20130502.ALL.panel,True,
GBMI,GRCh38,EAS,EAS,1000 Genomes phased GRCh38,EUR,exact_superpopulation,,,1000 Genomes phased GRCh38,EAS,exact_source_population_label,,,https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000_genomes_project/release/20190312_biallelic_SNV_and_INDEL/ALL.chr12.shapeit2_integrated_snvindels_v2a_27022019.GRCh38.phased.vcf.gz,https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/data_collections/1000_genomes_project/release/20190312_biallelic_SNV_and_INDEL/ALL.chr12.shapeit2_integrated_snvindels_v2a_27022019.GRCh38.phased.vcf.gz.tbi,https://ftp.1000genomes.ebi.ac.uk/vol1/ftp/release/20130502/integrated_call_samples_v3.20130502.ALL.panel,True,
Pan-UKB,GRCh37,AFR,AFR,Pan-UKB in-sample LD,EUR,exact,s3://pan-ukb-us-east-1/ld_release/UKBB.EUR.ldadj.bm,s3://pan-ukb-us-east-1/ld_release/UKBB.EUR.ldadj.variant.ht,Pan-UKB in-sample LD,AFR,exact,s3://pan-ukb-us-east-1/ld_release/UKBB.AFR.ldadj.bm,s3://pan-ukb-us-east-1/ld_release/UKBB.AFR.ldadj.variant.ht,,,,True,
Pan-UKB,GRCh37,CSA,CSA,Pan-UKB in-sample LD,EUR,exact,s3://pan-ukb-us-east-1/ld_release/UKBB.EUR.ldadj.bm,s3://pan-ukb-us-east-1/ld_release/UKBB.EUR.ldadj.variant.ht,Pan-UKB in-sample LD,CSA,exact,s3://pan-ukb-us-east-1/ld_release/UKBB.CSA.ldadj.bm,s3://pan-ukb-us-east-1/ld_release/UKBB.CSA.ldadj.variant.ht,,,,True,
Pan-UKB,GRCh37,EAS,EAS,Pan-UKB in-sample LD,EUR,exact,s3://pan-ukb-us-east-1/ld_release/UKBB.EUR.ldadj.bm,s3://pan-ukb-us-east-1/ld_release/UKBB.EUR.ldadj.variant.ht,Pan-UKB in-sample LD,EAS,exact,s3://pan-ukb-us-east-1/ld_release/UKBB.EAS.ldadj.bm,s3://pan-ukb-us-east-1/ld_release/UKBB.EAS.ldadj.variant.ht,,,,True,
Pan-UKB,GRCh37,MID,MID,Pan-UKB in-sample LD,EUR,exact,s3://pan-ukb-us-east-1/ld_release/UKBB.EUR.ldadj.bm,s3://pan-ukb-us-east-1/ld_release/UKBB.EUR.ldadj.variant.ht,Pan-UKB in-sample LD,MID,exact,s3://pan-ukb-us-east-1/ld_release/UKBB.MID.ldadj.bm,s3://pan-ukb-us-east-1/ld_release/UKBB.MID.ldadj.variant.ht,,,,True,
