trait_key,source,genome_build,phenotype_id,published_endpoint_code,trait_type,phenocode,trait_name,description_more,coding_description,category,analysis_class,pops_pass_qc,non_eur_pops_pass_qc,num_non_eur_pops_pass_qc,ancestry_status,filename,filename_tabix,remote_data_path,remote_index_path,source_release,mapping_status,n_cases_AFR,n_controls_AFR,phenotype_qc_AFR,n_cases_AMR,n_controls_AMR,phenotype_qc_AMR,n_cases_CSA,n_controls_CSA,phenotype_qc_CSA,n_cases_EAS,n_controls_EAS,phenotype_qc_EAS,n_cases_EUR,n_controls_EUR,phenotype_qc_EUR,n_cases_MID,n_controls_MID,phenotype_qc_MID
Pan-UKB::categorical|41200|both_sexes|J183|,Pan-UKB,GRCh37,categorical|41200|both_sexes|J183|,,categorical,41200,Operative procedures - main OPCS4,"This field is a summary of the main operation and procedure codes a participant has had recorded across all their hospital inpatient records. Operative procedures are coded according to the Office of Population Censuses and Surveys Classification of Interventions and Procedures, version 4 (OPCS-4). The corresponding date when each main procedure was first recorded in the inpatient data can be found in ~F41260~.",J18.3 Total cholecystectomy NEC,Health-related outcomes > Hospital inpatient > Summary Operations,other_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,categorical-41200-both_sexes-J183.tsv.bgz,categorical-41200-both_sexes-J183.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-41200-both_sexes-J183.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-41200-both_sexes-J183.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,91.0,6545.0,h2_z_insignificant,,,,201.0,8675.0,PASS,54.0,2655.0,h2_z_insignificant,14065.0,406466.0,PASS,,,
Pan-UKB::categorical|41232|both_sexes|10|,Pan-UKB,GRCh37,categorical|41232|both_sexes|10|,,categorical,41232,Administrative and legal statuses,"This field is a summary of the distinct administrative and legal status codes a participant has had recorded in their hospital inpatient records. Administrative and legal status identifies whether a patient has been formally detained under the Mental Health Act or not. This information is not present in HES records dated after 2001. This field corresponds to the field CATEGORY on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table. In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",NHS patient: not formally detained,Health-related outcomes > Hospital inpatient > Summary Administration,other_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,categorical-41232-both_sexes-10.tsv.bgz,categorical-41232-both_sexes-10.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-41232-both_sexes-10.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-41232-both_sexes-10.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,2080.0,4556.0,h2_z_insignificant,235.0,745.0,n_too_low,2655.0,6221.0,PASS,541.0,2168.0,h2_z_insignificant,121284.0,299247.0,PASS,405.0,1194.0,h2_z_insignificant
Pan-UKB::categorical|41244|both_sexes|100|,Pan-UKB,GRCh37,categorical|41244|both_sexes|100|,,categorical,41244,Intended management of patient (recoded),"This field is a summary of the distinct intended management codes a participant has had recorded in their hospital inpatient records. The intended management of a patient is their planned duration of hospital stay, i.e. whether an overnight stay was anticipated or not. Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts. This field corresponds to the field INTMANAG_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table. In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",One or more nights hospital stay,Health-related outcomes > Hospital inpatient > Summary Administration,other_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,categorical-41244-both_sexes-100.tsv.bgz,categorical-41244-both_sexes-100.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-41244-both_sexes-100.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-41244-both_sexes-100.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,2532.0,3892.0,h2_z_insignificant,335.0,620.0,n_too_low,3054.0,5498.0,PASS,634.0,1998.0,h2_z_insignificant,151845.0,257942.0,PASS,516.0,1043.0,h2_z_insignificant
Pan-UKB::categorical|41245|both_sexes|1040|,Pan-UKB,GRCh37,categorical|41245|both_sexes|1040|,,categorical,41245,Main speciality of consultant (recoded),"This field is a summary of the distinct consultant speciality codes a participant has had recorded in their hospital inpatient records. The main speciality of the consultant is the specialism under which the consultant is contracted, e.g. cardiology or geriatric medicine, etc. Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts. This field corresponds to the field MAINSPEF_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table. In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Anaesthetics,Health-related outcomes > Hospital inpatient > Summary Administration,other_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,categorical-41245-both_sexes-1040.tsv.bgz,categorical-41245-both_sexes-1040.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-41245-both_sexes-1040.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-41245-both_sexes-1040.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,207.0,6397.0,h2_z_insignificant,,,,347.0,8500.0,PASS,,,,9732.0,409446.0,PASS,52.0,1543.0,h2_z_insignificant
Pan-UKB::categorical|41245|both_sexes|1070|,Pan-UKB,GRCh37,categorical|41245|both_sexes|1070|,,categorical,41245,Main speciality of consultant (recoded),"This field is a summary of the distinct consultant speciality codes a participant has had recorded in their hospital inpatient records. The main speciality of the consultant is the specialism under which the consultant is contracted, e.g. cardiology or geriatric medicine, etc. Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts. This field corresponds to the field MAINSPEF_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table. In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Cardiology,Health-related outcomes > Hospital inpatient > Summary Administration,other_candidate,"CSA,EAS,EUR","CSA,EAS",2,verified_from_official_manifest,categorical-41245-both_sexes-1070.tsv.bgz,categorical-41245-both_sexes-1070.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-41245-both_sexes-1070.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-41245-both_sexes-1070.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,587.0,6012.0,h2_z_insignificant,78.0,901.0,n_too_low,1410.0,7435.0,PASS,143.0,2558.0,PASS,41274.0,377866.0,PASS,171.0,1424.0,h2_z_insignificant
Pan-UKB::categorical|41245|both_sexes|1280|,Pan-UKB,GRCh37,categorical|41245|both_sexes|1280|,,categorical,41245,Main speciality of consultant (recoded),"This field is a summary of the distinct consultant speciality codes a participant has had recorded in their hospital inpatient records. The main speciality of the consultant is the specialism under which the consultant is contracted, e.g. cardiology or geriatric medicine, etc. Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts. This field corresponds to the field MAINSPEF_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table. In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Gastroenterology,Health-related outcomes > Hospital inpatient > Summary Administration,other_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,categorical-41245-both_sexes-1280.tsv.bgz,categorical-41245-both_sexes-1280.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-41245-both_sexes-1280.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-41245-both_sexes-1280.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,1401.0,5205.0,h2_z_insignificant,220.0,760.0,n_too_low,2043.0,6812.0,PASS,461.0,2245.0,h2_z_insignificant,75090.0,344294.0,PASS,388.0,1208.0,h2_z_insignificant
Pan-UKB::categorical|41246|both_sexes|1160|,Pan-UKB,GRCh37,categorical|41246|both_sexes|1160|,,categorical,41246,Treatment speciality of consultant (recoded),"This field is a summary of the distinct treatment speciality codes a participant has had recorded in their hospital inpatient records. The treatment speciality of the consultant is specialism under which the consultant was working, e.g. cardiology or geriatric medicine, etc. Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts. This field corresponds to the field TRETSPEF_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table. In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Cardiology,Health-related outcomes > Hospital inpatient > Summary Administration,other_candidate,"EAS,EUR",EAS,1,verified_from_official_manifest,categorical-41246-both_sexes-1160.tsv.bgz,categorical-41246-both_sexes-1160.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-41246-both_sexes-1160.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-41246-both_sexes-1160.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,574.0,5927.0,h2_z_insignificant,73.0,876.0,n_too_low,1445.0,7203.0,h2_z_insignificant,150.0,2477.0,PASS,44652.0,360858.0,PASS,185.0,1367.0,h2_z_insignificant
Pan-UKB::categorical|41246|both_sexes|1480|,Pan-UKB,GRCh37,categorical|41246|both_sexes|1480|,,categorical,41246,Treatment speciality of consultant (recoded),"This field is a summary of the distinct treatment speciality codes a participant has had recorded in their hospital inpatient records. The treatment speciality of the consultant is specialism under which the consultant was working, e.g. cardiology or geriatric medicine, etc. Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts. This field corresponds to the field TRETSPEF_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table. In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Gastroenterology,Health-related outcomes > Hospital inpatient > Summary Administration,other_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,categorical-41246-both_sexes-1480.tsv.bgz,categorical-41246-both_sexes-1480.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-41246-both_sexes-1480.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-41246-both_sexes-1480.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,1464.0,5069.0,h2_z_insignificant,242.0,712.0,n_too_low,2203.0,6492.0,PASS,520.0,2126.0,h2_z_insignificant,89582.0,318876.0,PASS,429.0,1140.0,h2_z_insignificant
Pan-UKB::categorical|41247|both_sexes|2000|,Pan-UKB,GRCh37,categorical|41247|both_sexes|2000|,,categorical,41247,Patient classification on admission (recoded),"This field is a summary of the distinct patient classification codes a participant has had recorded in their hospital inpatient records. Patient classification on admission identifies the type of patient, e.g. whether they are a regular attender or a maternity admission, etc. Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts. This field corresponds to the field CLASSPAT_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table. In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Day case,Health-related outcomes > Hospital inpatient > Summary Administration,other_candidate,"EUR,MID",MID,1,verified_from_official_manifest,categorical-41247-both_sexes-2000.tsv.bgz,categorical-41247-both_sexes-2000.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-41247-both_sexes-2000.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-41247-both_sexes-2000.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,4397.0,2239.0,h2_z_insignificant,639.0,341.0,n_too_low,5870.0,3006.0,h2_z_insignificant,1516.0,1193.0,h2_z_insignificant,269692.0,150839.0,PASS,1044.0,555.0,PASS
Pan-UKB::categorical|41248|both_sexes|1000|,Pan-UKB,GRCh37,categorical|41248|both_sexes|1000|,,categorical,41248,Destinations on discharge from hospital (recoded),"This field is a summary of the distinct destination on discharge codes a participant has had recorded in their hospital inpatient records. Destination on discharge identifies whether a patient was due to return to their usual place of residence on leaving hospital, or whether they were due to go elsewhere. Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts. This field corresponds to the field DISDEST_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table. In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Usual Place of residence,Health-related outcomes > Hospital inpatient > Summary Administration,other_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,categorical-41248-both_sexes-1000.tsv.bgz,categorical-41248-both_sexes-1000.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-41248-both_sexes-1000.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-41248-both_sexes-1000.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,5413.0,1219.0,h2_z_insignificant,784.0,196.0,n_too_low,7174.0,1694.0,PASS,1944.0,765.0,h2_z_insignificant,339751.0,80441.0,PASS,1277.0,321.0,h2_z_insignificant
Pan-UKB::categorical|41249|both_sexes|2002|,Pan-UKB,GRCh37,categorical|41249|both_sexes|2002|,,categorical,41249,Methods of admission to hospital (recoded),"This field is a summary of the distinct method of admission codes a participant has had recorded in their hospital inpatient records. Method of admission to hospital identifies how a patient was admitted, e.g. an elective admission from a waiting list or an emergency admission, etc. Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts. This field corresponds to the field ADMIMETH_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table. In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Emergency admission: GP,Health-related outcomes > Hospital inpatient > Summary Administration,other_candidate,"EUR,MID",MID,1,verified_from_official_manifest,categorical-41249-both_sexes-2002.tsv.bgz,categorical-41249-both_sexes-2002.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-41249-both_sexes-2002.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-41249-both_sexes-2002.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,579.0,6034.0,h2_z_insignificant,92.0,887.0,n_too_low,832.0,8027.0,h2_z_insignificant,172.0,2536.0,h2_z_insignificant,55889.0,364103.0,PASS,131.0,1465.0,PASS
Pan-UKB::categorical|41250|both_sexes|1000|,Pan-UKB,GRCh37,categorical|41250|both_sexes|1000|,,categorical,41250,Methods of discharge from hospital (recoded),"This field is a summary of the distinct method of discharge codes a participant has had recorded in their hospital inpatient records. Method of discharge from hospital identifies how a patient was discharged - i.e. whether this was on clinical advice, the patient died in hospital or the patient discharged themselves. Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts. This field corresponds to the field DISMETH_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table. In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Discharged on clinical advice/consent,Health-related outcomes > Hospital inpatient > Summary Administration,other_candidate,"EUR,MID",MID,1,verified_from_official_manifest,categorical-41250-both_sexes-1000.tsv.bgz,categorical-41250-both_sexes-1000.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-41250-both_sexes-1000.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-41250-both_sexes-1000.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,5408.0,1227.0,h2_z_insignificant,779.0,201.0,n_too_low,,,,1915.0,794.0,h2_z_insignificant,340967.0,79518.0,PASS,1264.0,335.0,PASS
Pan-UKB::categorical|41251|both_sexes|1000|,Pan-UKB,GRCh37,categorical|41251|both_sexes|1000|,,categorical,41251,Sources of admission to hospital (recoded),"This field is a summary of the distinct source of admission codes a participant has had recorded in their hospital inpatient records. Source of admission identifies whether a patient came to the hospital from their usual place of residence or elsewhere. Note that the original information was obtained from a variety of external sources, some of which used overlapping and contradictory coding schemes. This field has been re-coded to remove such data conflicts. This field corresponds to the field ADMISORC_UNI on the HESIN table; see the Inpatient Data Dictionary (~R141140~) in ~L2000~ for information about the HESIN table. In order to conduct detailed analyses of this data using the source information, researchers will need to gain access to the HESIN table by adding ~F41259~ to their basket.",Usual Place of residence,Health-related outcomes > Hospital inpatient > Summary Administration,other_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,categorical-41251-both_sexes-1000.tsv.bgz,categorical-41251-both_sexes-1000.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-41251-both_sexes-1000.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-41251-both_sexes-1000.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,5399.0,1237.0,h2_z_insignificant,787.0,193.0,n_too_low,7190.0,1685.0,PASS,1951.0,758.0,h2_z_insignificant,344773.0,75633.0,PASS,1276.0,323.0,h2_z_insignificant
Pan-UKB::categorical|4293|both_sexes|3|,Pan-UKB,GRCh37,categorical|4293|both_sexes|3|,,categorical,4293,PM: final answer,Participants were allowed up to 2 attempts to correctly recall the colour/shape shown to them earlier in the touchscreen section. This is the final answer they gave - whether it is their first or second attempt can be gauged from ~F4291~.,Orange circle,UK Biobank Assessment Centre > Cognitive function > Prospective memory,other_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,categorical-4293-both_sexes-3.tsv.bgz,categorical-4293-both_sexes-3.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-4293-both_sexes-3.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-4293-both_sexes-3.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,3230.0,541.0,h2_z_insignificant,374.0,61.0,n_too_low,4520.0,822.0,PASS,1009.0,166.0,h2_z_insignificant,132509.0,5328.0,PASS,591.0,110.0,h2_z_insignificant
Pan-UKB::categorical|4294|both_sexes|0|,Pan-UKB,GRCh37,categorical|4294|both_sexes|0|,,categorical,4294,Final attempt correct,True if final answer given was correct.,no,UK Biobank Assessment Centre > Cognitive function > Prospective memory,other_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,categorical-4294-both_sexes-0.tsv.bgz,categorical-4294-both_sexes-0.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-4294-both_sexes-0.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-4294-both_sexes-0.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,541.0,3246.0,h2_z_insignificant,61.0,375.0,n_too_low,822.0,4549.0,PASS,166.0,1017.0,h2_z_insignificant,5328.0,132671.0,PASS,110.0,595.0,h2_z_insignificant
Pan-UKB::categorical|4957|both_sexes|4957|,Pan-UKB,GRCh37,categorical|4957|both_sexes|4957|,,categorical,4957,FI3 : word interpolation,"ACE touchscreen question ""Bud is to Flower as Child is to?"". Part 3 of Fluid Intelligence test. Offered choice from Grow, Develop, Improve, Adult and Old.",,UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning,other_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,categorical-4957-both_sexes-4957.tsv.bgz,categorical-4957-both_sexes-4957.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-4957-both_sexes-4957.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-4957-both_sexes-4957.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,1975.0,1263.0,h2_z_insignificant,229.0,158.0,n_too_low,2594.0,1543.0,PASS,656.0,369.0,h2_z_insignificant,113724.0,20993.0,PASS,302.0,273.0,h2_z_insignificant
Pan-UKB::categorical|5001|both_sexes|5001|,Pan-UKB,GRCh37,categorical|5001|both_sexes|5001|,,categorical,5001,FI7 : synonym,"ACE touchscreen question ""Stop means the same as?"". Part 7 of Fluid Intelligence test. Offered choice from Pause, Close, Cease, Break or Rest.",,UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning,other_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,categorical-5001-both_sexes-5001.tsv.bgz,categorical-5001-both_sexes-5001.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-5001-both_sexes-5001.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-5001-both_sexes-5001.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,744.0,471.0,h2_z_insignificant,100.0,31.0,n_too_low,838.0,669.0,PASS,189.0,118.0,h2_z_insignificant,85333.0,12267.0,PASS,152.0,69.0,h2_z_insignificant
Pan-UKB::categorical|5012|both_sexes|5012|,Pan-UKB,GRCh37,categorical|5012|both_sexes|5012|,,categorical,5012,FI8 : chained arithmetic,"ACE touchscreen question ""If David is twenty-one and Owen is nineteen and Daniel is nine years younger than David, what is half their combined age?"". Part 8 of Fluid Intelligence test. Offered choice from 25, 26, 27, 28 or 29.",,UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning,other_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,categorical-5012-both_sexes-5012.tsv.bgz,categorical-5012-both_sexes-5012.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-5012-both_sexes-5012.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-5012-both_sexes-5012.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,292.0,633.0,h2_z_insignificant,56.0,53.0,n_too_low,507.0,627.0,PASS,130.0,114.0,h2_z_insignificant,56623.0,30712.0,PASS,99.0,84.0,h2_z_insignificant
Pan-UKB::categorical|5556|both_sexes|5556|,Pan-UKB,GRCh37,categorical|5556|both_sexes|5556|,,categorical,5556,FI9 : concept interpolation,"ACE touchscreen question ""Age is to Years as Height is to?"". Part 9 of Fluid Intelligence test. Offered choice from Long, Deep, Top, Metres or Tall.",,UK Biobank Assessment Centre > Cognitive function > Fluid intelligence / reasoning,other_candidate,"AFR,EUR",AFR,1,verified_from_official_manifest,categorical-5556-both_sexes-5556.tsv.bgz,categorical-5556-both_sexes-5556.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-5556-both_sexes-5556.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-5556-both_sexes-5556.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,84.0,241.0,PASS,,,,187.0,219.0,h2_z_insignificant,,,,22621.0,17944.0,PASS,,,
Pan-UKB::categorical|6138|both_sexes|100|,Pan-UKB,GRCh37,categorical|6138|both_sexes|100|,,categorical,6138,Qualifications,"ACE touchscreen question ""Which of the following qualifications do you have? (You can select more than one)"" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: A levels/AS levels and equivalent includes the Higher School Certificate O levels/GCSEs and equivalent includes the School Certificate.",None of the above,UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education,other_candidate,"AFR,CSA,EAS,EUR,MID","AFR,CSA,EAS,MID",4,verified_from_official_manifest,categorical-6138-both_sexes-100.tsv.bgz,categorical-6138-both_sexes-100.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-6138-both_sexes-100.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-6138-both_sexes-100.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,931.0,5422.0,PASS,130.0,811.0,n_too_low,1412.0,6847.0,PASS,358.0,2167.0,PASS,73293.0,343023.0,PASS,252.0,1274.0,PASS
Pan-UKB::categorical|6138|both_sexes|2|,Pan-UKB,GRCh37,categorical|6138|both_sexes|2|,,categorical,6138,Qualifications,"ACE touchscreen question ""Which of the following qualifications do you have? (You can select more than one)"" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: A levels/AS levels and equivalent includes the Higher School Certificate O levels/GCSEs and equivalent includes the School Certificate.",A levels/AS levels or equivalent,UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education,other_candidate,"EAS,EUR",EAS,1,verified_from_official_manifest,categorical-6138-both_sexes-2.tsv.bgz,categorical-6138-both_sexes-2.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-6138-both_sexes-2.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-6138-both_sexes-2.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,880.0,5473.0,h2_z_insignificant,177.0,764.0,n_too_low,1399.0,6860.0,h2_z_insignificant,416.0,2109.0,PASS,112131.0,304185.0,PASS,272.0,1254.0,h2_z_insignificant
Pan-UKB::categorical|6138|both_sexes|3|,Pan-UKB,GRCh37,categorical|6138|both_sexes|3|,,categorical,6138,Qualifications,"ACE touchscreen question ""Which of the following qualifications do you have? (You can select more than one)"" The following checks were performed: If code -7 was selected, then no additional choices were allowed. If code -3 was selected, then no additional choices were allowed. If the participant activated the Help button they were shown the message: A levels/AS levels and equivalent includes the Higher School Certificate O levels/GCSEs and equivalent includes the School Certificate.",O levels/GCSEs or equivalent,UK Biobank Assessment Centre > Touchscreen > Sociodemographics > Education,other_candidate,"CSA,EUR,MID","CSA,MID",2,verified_from_official_manifest,categorical-6138-both_sexes-3.tsv.bgz,categorical-6138-both_sexes-3.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/categorical-6138-both_sexes-3.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/categorical-6138-both_sexes-3.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,2078.0,4275.0,h2_z_insignificant,250.0,691.0,n_too_low,2398.0,5861.0,PASS,574.0,1951.0,h2_z_insignificant,195589.0,220727.0,PASS,353.0,1173.0,PASS
