comparison_uid,gene_trait_uid,gene,candidate_source,candidate_trait_key,candidate_trait_name,phenotype_id,genome_build,canonical_group,unit_analysis_role,locked_mapping_tier,mapping_tiers_contributing,mixed_pool,primary_approval_eligible,sensitivity_pool_assignment,pools,n_A_pairs,n_B_pairs,n_target_indication_pairs,n_indications,indications,eur_population,comparison_population,chrom,chrom_ucsc,gene_start_1based,gene_end_1based,gene_start_0based,window_start_1based,window_end_1based,window_start_0based,window_bp,strand,gene_ids,gene_types,coordinate_gene_symbol,coordinate_match_method,gencode_release,coordinate_status,summary_stat_layout,eur_data_url,eur_index_url,comparison_data_url,comparison_index_url,source_population_label,source_schema_status,source_metadata_status,source_file_index_verified,coordinate_ready,eur_source_ready,comparison_source_ready,extraction_ready,unresolved_reason
cmp_72d107e6632670b8,gt_9c96bb01f3b324b3,GLP2R,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,PRIMARY,Direct quantitative readout,Direct quantitative readout,False,True,B,B,0,1,1,1,"Diabetes Mellitus, Type 2",EUR,MID,17,chr17,9725523,9795419,9725522,9625523,9895419,9625522,100000,+,ENSG00000065325.8,protein_coding,GLP2R,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,MID,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_74e178ae800d0bde,gt_e0b77e59a1b3311a,INS,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,PRIMARY,Direct quantitative readout,Direct quantitative readout || Proxy biomarker,True,False,A,"A,B",1,2,3,3,"Diabetes Mellitus || Diabetes Mellitus, Type 1 || Diabetes Mellitus, Type 2",EUR,CSA,11,chr11,2181009,2182571,2181008,2081009,2282571,2081008,100000,-,ENSG00000254647.2,protein_coding,INS,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_1f77910fca99a6e5,gt_e0b77e59a1b3311a,INS,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,PRIMARY,Direct quantitative readout,Direct quantitative readout || Proxy biomarker,True,False,A,"A,B",1,2,3,3,"Diabetes Mellitus || Diabetes Mellitus, Type 1 || Diabetes Mellitus, Type 2",EUR,MID,11,chr11,2181009,2182571,2181008,2081009,2282571,2081008,100000,-,ENSG00000254647.2,protein_coding,INS,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,MID,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_3552ef9b3fb99214,gt_1985dd04cf146f6a,INSR,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,PRIMARY,Direct quantitative readout,Direct quantitative readout,False,True,A,A,1,0,1,1,"Diabetes Mellitus, Type 2",EUR,CSA,19,chr19,7112266,7294045,7112265,7012266,7394045,7012265,100000,-,ENSG00000171105.9,protein_coding,INSR,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_15a7a765705b782f,gt_1985dd04cf146f6a,INSR,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,PRIMARY,Direct quantitative readout,Direct quantitative readout,False,True,A,A,1,0,1,1,"Diabetes Mellitus, Type 2",EUR,MID,19,chr19,7112266,7294045,7112265,7012266,7394045,7012265,100000,-,ENSG00000171105.9,protein_coding,INSR,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,MID,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_68f8d41b84d58c8a,gt_9a354430dddcf5b3,KCNJ11,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,PRIMARY,Direct quantitative readout,Direct quantitative readout,False,True,A,A,2,0,2,2,"Diabetes Mellitus || Diabetes Mellitus, Type 2",EUR,CSA,11,chr11,17407406,17410878,17407405,17307406,17510878,17307405,100000,-,ENSG00000187486.5,protein_coding,KCNJ11,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_e380c446557d34be,gt_9a354430dddcf5b3,KCNJ11,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,PRIMARY,Direct quantitative readout,Direct quantitative readout,False,True,A,A,2,0,2,2,"Diabetes Mellitus || Diabetes Mellitus, Type 2",EUR,MID,11,chr11,17407406,17410878,17407405,17307406,17510878,17307405,100000,-,ENSG00000187486.5,protein_coding,KCNJ11,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,MID,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_5cfdc7606e7a16f9,gt_a9cf0a1ee71d1417,MC4R,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,PRIMARY,Direct quantitative readout,Direct quantitative readout,False,True,B,B,0,2,2,2,"Diabetes Mellitus || Diabetes Mellitus, Type 2",EUR,CSA,18,chr18,58038564,58040001,58038563,57938564,58140001,57938563,100000,-,ENSG00000166603.3,protein_coding,MC4R,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_d1217cd6a4818f90,gt_a9cf0a1ee71d1417,MC4R,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,PRIMARY,Direct quantitative readout,Direct quantitative readout,False,True,B,B,0,2,2,2,"Diabetes Mellitus || Diabetes Mellitus, Type 2",EUR,MID,18,chr18,58038564,58040001,58038563,57938564,58140001,57938563,100000,-,ENSG00000166603.3,protein_coding,MC4R,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,MID,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_aaaa193eeac0390a,gt_049926198a583d6a,METAP2,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,PRIMARY,Direct quantitative readout,Direct quantitative readout,False,True,B,B,0,1,1,1,"Diabetes Mellitus, Type 2",EUR,CSA,12,chr12,95867296,95909615,95867295,95767296,96009615,95767295,100000,+,ENSG00000111142.9,protein_coding,METAP2,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_61439641aadb462c,gt_049926198a583d6a,METAP2,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,PRIMARY,Direct quantitative readout,Direct quantitative readout,False,True,B,B,0,1,1,1,"Diabetes Mellitus, Type 2",EUR,MID,12,chr12,95867296,95909615,95867295,95767296,96009615,95767295,100000,+,ENSG00000111142.9,protein_coding,METAP2,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,MID,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_4ab05482f9c4b139,gt_5b728915d445b416,PPARG,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,PRIMARY,Direct quantitative readout,Direct quantitative readout,False,True,A,A,1,0,1,1,"Diabetes Mellitus, Type 2",EUR,CSA,3,chr3,12328867,12475855,12328866,12228867,12575855,12228866,100000,+,ENSG00000132170.15,protein_coding,PPARG,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_d98864543ce360b3,gt_5b728915d445b416,PPARG,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,PRIMARY,Direct quantitative readout,Direct quantitative readout,False,True,A,A,1,0,1,1,"Diabetes Mellitus, Type 2",EUR,MID,3,chr3,12328867,12475855,12328866,12228867,12575855,12228866,100000,+,ENSG00000132170.15,protein_coding,PPARG,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,MID,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_9624dc3325f3a7e0,gt_3d30f4f9e51c0032,SELE,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,PRIMARY,Direct quantitative readout,Direct quantitative readout,False,True,B,B,0,1,1,1,Diabetes Mellitus,EUR,CSA,1,chr1,169691781,169733846,169691780,169591781,169833846,169591780,100000,-,ENSG00000007908.11,protein_coding,SELE,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_b84006e836ae2cc3,gt_3d30f4f9e51c0032,SELE,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,PRIMARY,Direct quantitative readout,Direct quantitative readout,False,True,B,B,0,1,1,1,Diabetes Mellitus,EUR,MID,1,chr1,169691781,169733846,169691780,169591781,169833846,169591780,100000,-,ENSG00000007908.11,protein_coding,SELE,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,MID,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_2fe30194051594b9,gt_2b081cc8074fcb3d,SLC5A1,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,PRIMARY,Direct quantitative readout,Direct quantitative readout,True,False,A,"A,B",1,1,2,2,"Diabetes Mellitus || Diabetes Mellitus, Type 2",EUR,CSA,22,chr22,32439019,32509016,32439018,32339019,32609016,32339018,100000,+,ENSG00000100170.5,protein_coding,SLC5A1,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_f9e567250c6c10bb,gt_2b081cc8074fcb3d,SLC5A1,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,PRIMARY,Direct quantitative readout,Direct quantitative readout,True,False,A,"A,B",1,1,2,2,"Diabetes Mellitus || Diabetes Mellitus, Type 2",EUR,MID,22,chr22,32439019,32509016,32439018,32339019,32609016,32339018,100000,+,ENSG00000100170.5,protein_coding,SLC5A1,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,MID,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_0c0089ac5cd5de30,gt_f49766f3ae4b8a2f,SREBF1,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,PRIMARY,Direct quantitative readout,Direct quantitative readout,False,True,B,B,0,1,1,1,Diabetes Mellitus,EUR,CSA,17,chr17,17713713,17740325,17713712,17613713,17840325,17613712,100000,-,ENSG00000072310.12,protein_coding,SREBF1,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_58426512e8b1ab61,gt_f49766f3ae4b8a2f,SREBF1,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,PRIMARY,Direct quantitative readout,Direct quantitative readout,False,True,B,B,0,1,1,1,Diabetes Mellitus,EUR,MID,17,chr17,17713713,17740325,17713712,17613713,17840325,17613712,100000,-,ENSG00000072310.12,protein_coding,SREBF1,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,MID,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_ba35246f787ddd2f,gt_f9d79082a44b2223,TP53,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,PRIMARY,Direct quantitative readout,Direct quantitative readout,False,True,B,B,0,1,1,1,Diabetes Mellitus,EUR,CSA,17,chr17,7565097,7590856,7565096,7465097,7690856,7465096,100000,-,ENSG00000141510.11,protein_coding,TP53,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_a3680a01bb140f75,gt_f9d79082a44b2223,TP53,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,PRIMARY,Direct quantitative readout,Direct quantitative readout,False,True,B,B,0,1,1,1,Diabetes Mellitus,EUR,MID,17,chr17,7565097,7590856,7565096,7465097,7690856,7465096,100000,-,ENSG00000141510.11,protein_coding,TP53,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,MID,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_593ae8985cf9fb81,gt_dab1180e9c6840b2,VEGFA,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,PRIMARY,Direct quantitative readout,Direct quantitative readout,False,True,B,B,0,1,1,1,"Diabetes Mellitus, Type 2",EUR,CSA,6,chr6,43737921,43754224,43737920,43637921,43854224,43637920,100000,+,ENSG00000112715.16,protein_coding,VEGFA,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_29a6d39cecffd0ba,gt_dab1180e9c6840b2,VEGFA,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,PRIMARY,Direct quantitative readout,Direct quantitative readout,False,True,B,B,0,1,1,1,"Diabetes Mellitus, Type 2",EUR,MID,6,chr6,43737921,43754224,43737920,43637921,43854224,43637920,100000,+,ENSG00000112715.16,protein_coding,VEGFA,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30750-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30750-both_sexes-irnt.tsv.bgz.tbi,MID,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
cmp_87e10582fe372d26,gt_26e68f63f1f17429,JAK2,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,PRIMARY,Direct quantitative readout,Direct quantitative readout,False,True,A,A,1,0,1,1,Polycythemia Vera,EUR,CSA,9,chr9,4985033,5128183,4985032,4885033,5228183,4885032,100000,+,ENSG00000096968.8,protein_coding,JAK2,exact_gene_name,GENCODE v19,MATCHED,single_multianalysis_bgzf,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30030-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30030-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30030-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30030-both_sexes-irnt.tsv.bgz.tbi,CSA,TO_VALIDATE_IN_15B2,MATCHED_TRAIT_CATALOG,True,True,True,True,True,
