indication_mesh_id,indication_mesh_term,mesh2026_preferred_term,n_pairs,n_genes,n_A,n_B,candidate_rank,candidate_score,exact_normalized_match,phrase_inclusion,token_containment,token_jaccard,sequence_similarity,shared_informative_tokens,matched_indication_term,matched_trait_term,trait_key,source,genome_build,phenotype_id,published_endpoint_code,trait_type,phenocode,trait_name,description_more,coding_description,category,analysis_class,pops_pass_qc,non_eur_pops_pass_qc,num_non_eur_pops_pass_qc,ancestry_status,filename,filename_tabix,remote_data_path,remote_index_path,source_release,mapping_status,n_cases_AFR,n_controls_AFR,phenotype_qc_AFR,n_cases_AMR,n_controls_AMR,phenotype_qc_AMR,n_cases_CSA,n_controls_CSA,phenotype_qc_CSA,n_cases_EAS,n_controls_EAS,phenotype_qc_EAS,n_cases_EUR,n_controls_EUR,phenotype_qc_EUR,n_cases_MID,n_controls_MID,phenotype_qc_MID,manual_mapping_tier,manual_mapping_decision,manual_mapping_rationale,reviewer_notes
D005901,Glaucoma,Glaucoma,3,3,0,3,7,5.0,False,False,0.0,0.0,0.3333333333333333,,Glaucoma,Abdominal hernia,Pan-UKB::phecode|550|both_sexes||,Pan-UKB,GRCh37,phecode|550|both_sexes||,,phecode,550,Abdominal hernia,,,digestive,direct_disease_candidate,"EAS,EUR",EAS,1.0,verified_from_official_manifest,phecode-550-both_sexes.tsv.bgz,phecode-550-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-550-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-550-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,617.0,6019.0,h2_z_insignificant,112.0,868.0,n_too_low,,,,128.0,2581.0,PASS,56668.0,363863.0,PASS,224.0,1375.0,h2_z_insignificant,,,,
D005901,Glaucoma,Glaucoma,3,3,0,3,8,5.0,False,False,0.0,0.0,0.3333333333333333,,Glaucomas,Arthropathy NOS,Pan-UKB::phecode|716.9|both_sexes||,Pan-UKB,GRCh37,phecode|716.9|both_sexes||,,phecode,716.9,Arthropathy NOS,,,musculoskeletal,direct_disease_candidate,"EAS,EUR",EAS,1.0,verified_from_official_manifest,phecode-716.9-both_sexes.tsv.bgz,phecode-716.9-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-716.9-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-716.9-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,605.0,5922.0,h2_z_insignificant,74.0,892.0,n_too_low,880.0,7845.0,h2_z_insignificant,117.0,2571.0,PASS,41824.0,372332.0,PASS,122.0,1456.0,h2_z_insignificant,,,,
D005909,Glioblastoma,Glioblastoma,1,1,0,1,1,8.333333333333334,False,False,0.0,0.0,0.5555555555555556,,Glioblastoma,J45 Asthma,Pan-UKB::icd10|J45|both_sexes||,Pan-UKB,GRCh37,icd10|J45|both_sexes||,,icd10,J45,J45 Asthma,truncated: true,,Chapter X Diseases of the respiratory system | J40-J47 Chronic lower respiratory diseases | J45 Asthma,direct_disease_candidate,"CSA,EUR,MID","CSA,MID",2.0,verified_from_official_manifest,icd10-J45-both_sexes.tsv.bgz,icd10-J45-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-J45-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-J45-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,573.0,6063.0,h2_z_insignificant,64.0,916.0,n_too_low,900.0,7976.0,PASS,149.0,2560.0,h2_z_insignificant,31030.0,389501.0,PASS,139.0,1460.0,PASS,,,,
D005909,Glioblastoma,Glioblastoma,1,1,0,1,2,8.333333333333334,False,False,0.0,0.0,0.5555555555555556,,Glioblastoma,Asthma,GBMI::Asthma,GBMI,GRCh38,Asthma,Asthma,disease,,Asthma,,,GBMI published pilot endpoint,direct_disease_candidate,,,,TO_VERIFY_FROM_ORIGINAL_ENDPOINT_FILES,,,,,GBMI pilot release 052021,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,
D005909,Glioblastoma,Glioblastoma,1,1,0,1,3,6.75,False,False,0.0,0.0,0.45,,Giant Cell Glioblastoma,Diabetes mellitus,Pan-UKB::phecode|250|both_sexes||,Pan-UKB,GRCh37,phecode|250|both_sexes||,,phecode,250,Diabetes mellitus,,,endocrine/metabolic,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,phecode-250-both_sexes.tsv.bgz,phecode-250-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-250-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-250-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,843.0,5793.0,h2_z_insignificant,,,,1695.0,7181.0,PASS,154.0,2555.0,h2_z_insignificant,24348.0,396181.0,PASS,175.0,1424.0,h2_z_insignificant,,,,
D005909,Glioblastoma,Glioblastoma,1,1,0,1,4,6.666666666666666,False,False,0.0,0.0,0.4444444444444444,,Grade IV Astrocytomas,Coronary atherosclerosis,Pan-UKB::phecode|411.4|both_sexes||,Pan-UKB,GRCh37,phecode|411.4|both_sexes||,,phecode,411.4,Coronary atherosclerosis,,,circulatory system,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,phecode-411.4-both_sexes.tsv.bgz,phecode-411.4-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-411.4-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-411.4-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,191.0,6224.0,h2_z_insignificant,,,,1028.0,7496.0,PASS,59.0,2605.0,h2_z_insignificant,23888.0,382052.0,PASS,114.0,1430.0,h2_z_insignificant,,,,
D005909,Glioblastoma,Glioblastoma,1,1,0,1,5,6.666666666666666,False,False,0.0,0.0,0.4444444444444444,,Glioblastomas,Osteoarthrosis,Pan-UKB::phecode|740|both_sexes||,Pan-UKB,GRCh37,phecode|740|both_sexes||,,phecode,740,Osteoarthrosis,,,musculoskeletal,direct_disease_candidate,"EUR,MID",MID,1.0,verified_from_official_manifest,phecode-740-both_sexes.tsv.bgz,phecode-740-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-740-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-740-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,423.0,6213.0,h2_z_insignificant,53.0,927.0,n_too_low,547.0,8329.0,h2_z_insignificant,74.0,2635.0,h2_z_insignificant,36073.0,384458.0,PASS,86.0,1513.0,PASS,,,,
D005909,Glioblastoma,Glioblastoma,1,1,0,1,6,6.6,False,False,0.0,0.0,0.44,,Giant Cell Glioblastoma,Primary open-angle glaucoma,GBMI::POAG,GBMI,GRCh38,POAG,POAG,disease,,Primary open-angle glaucoma,,,GBMI published pilot endpoint,direct_disease_candidate,,,,TO_VERIFY_FROM_ORIGINAL_ENDPOINT_FILES,,,,,GBMI pilot release 052021,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,
D005909,Glioblastoma,Glioblastoma,1,1,0,1,7,6.5625,False,False,0.0,0.0,0.4375,,Grade IV Astrocytoma,Appendectomy,GBMI::Appendectomy,GBMI,GRCh38,Appendectomy,Appendectomy,procedure,,Appendectomy,,,GBMI published pilot endpoint,procedure_candidate,,,,TO_VERIFY_FROM_ORIGINAL_ENDPOINT_FILES,,,,,GBMI pilot release 052021,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,
D005909,Glioblastoma,Glioblastoma,1,1,0,1,8,6.315789473684211,False,False,0.0,0.0,0.42105263157894735,,Glioblastoma,E66 Obesity,Pan-UKB::icd10|E66|both_sexes||,Pan-UKB,GRCh37,icd10|E66|both_sexes||,,icd10,E66,E66 Obesity,truncated: true,,"Chapter IV Endocrine, nutritional and metabolic diseases | E65-E68 Obesity and other hyperalimentation | E66 Obesity",direct_disease_candidate,"EUR,MID",MID,1.0,verified_from_official_manifest,icd10-E66-both_sexes.tsv.bgz,icd10-E66-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-E66-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-E66-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,421.0,6215.0,h2_z_insignificant,,,,362.0,8514.0,h2_z_insignificant,,,,15917.0,404614.0,PASS,79.0,1520.0,PASS,,,,
D005922,"Glomerulonephritis, IGA","Glomerulonephritis, IGA",2,2,0,2,1,46.02272727272727,False,False,0.5,0.25,0.48484848484848486,type,IGA Type Nephritis,Type 2 diabetes,Pan-UKB::phecode|250.2|both_sexes||,Pan-UKB,GRCh37,phecode|250.2|both_sexes||,,phecode,250.2,Type 2 diabetes,,,endocrine/metabolic,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,phecode-250.2-both_sexes.tsv.bgz,phecode-250.2-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-250.2-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-250.2-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,796.0,5793.0,h2_z_insignificant,,,,1664.0,7181.0,PASS,152.0,2555.0,h2_z_insignificant,22768.0,396181.0,PASS,170.0,1424.0,h2_z_insignificant,,,,
D005922,"Glomerulonephritis, IGA","Glomerulonephritis, IGA",2,2,0,2,2,9.375,False,False,0.0,0.0,0.625,,Iga Nephropathy 1,Arthropathy NOS,Pan-UKB::phecode|716.9|both_sexes||,Pan-UKB,GRCh37,phecode|716.9|both_sexes||,,phecode,716.9,Arthropathy NOS,,,musculoskeletal,direct_disease_candidate,"EAS,EUR",EAS,1.0,verified_from_official_manifest,phecode-716.9-both_sexes.tsv.bgz,phecode-716.9-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-716.9-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-716.9-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,605.0,5922.0,h2_z_insignificant,74.0,892.0,n_too_low,880.0,7845.0,h2_z_insignificant,117.0,2571.0,PASS,41824.0,372332.0,PASS,122.0,1456.0,h2_z_insignificant,,,,
D005922,"Glomerulonephritis, IGA","Glomerulonephritis, IGA",2,2,0,2,3,8.333333333333334,False,False,0.0,0.0,0.5555555555555556,,Berger Disease,Ischemic Heart Disease,Pan-UKB::phecode|411|both_sexes||,Pan-UKB,GRCh37,phecode|411|both_sexes||,,phecode,411,Ischemic Heart Disease,,,circulatory system,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,phecode-411-both_sexes.tsv.bgz,phecode-411-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-411-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-411-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,400.0,6224.0,h2_z_insignificant,69.0,910.0,n_too_low,1374.0,7496.0,PASS,103.0,2605.0,h2_z_insignificant,37672.0,382052.0,PASS,163.0,1430.0,h2_z_insignificant,,,,
D005922,"Glomerulonephritis, IGA","Glomerulonephritis, IGA",2,2,0,2,4,8.275862068965518,False,False,0.0,0.0,0.5517241379310345,,Berger Disease,G47 Sleep disorders,Pan-UKB::icd10|G47|both_sexes||,Pan-UKB,GRCh37,icd10|G47|both_sexes||,,icd10,G47,G47 Sleep disorders,truncated: true,,Chapter VI Diseases of the nervous system | G40-G47 Episodic and paroxysmal disorders | G47 Sleep disorders,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,icd10-G47-both_sexes.tsv.bgz,icd10-G47-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-G47-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-G47-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,140.0,6496.0,h2_z_insignificant,,,,173.0,8703.0,PASS,,,,6557.0,413974.0,PASS,52.0,1547.0,h2_z_insignificant,,,,
D005922,"Glomerulonephritis, IGA","Glomerulonephritis, IGA",2,2,0,2,5,8.275862068965518,False,False,0.0,0.0,0.5517241379310345,,Berger Disease,Sleep disorders,Pan-UKB::phecode|327|both_sexes||,Pan-UKB,GRCh37,phecode|327|both_sexes||,,phecode,327,Sleep disorders,,,neurological,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,phecode-327-both_sexes.tsv.bgz,phecode-327-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-327-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-327-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,141.0,6495.0,h2_z_insignificant,,,,174.0,8702.0,PASS,,,,6623.0,413908.0,PASS,52.0,1547.0,h2_z_insignificant,,,,
D005922,"Glomerulonephritis, IGA","Glomerulonephritis, IGA",2,2,0,2,6,7.9411764705882355,False,False,0.0,0.0,0.5294117647058824,,"Nephropathy, IGA",Other arthropathies,Pan-UKB::phecode|716|both_sexes||,Pan-UKB,GRCh37,phecode|716|both_sexes||,,phecode,716,Other arthropathies,,,musculoskeletal,direct_disease_candidate,"EAS,EUR",EAS,1.0,verified_from_official_manifest,phecode-716-both_sexes.tsv.bgz,phecode-716-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-716-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-716-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,607.0,5922.0,h2_z_insignificant,74.0,892.0,n_too_low,881.0,7845.0,h2_z_insignificant,117.0,2571.0,PASS,42030.0,372332.0,PASS,123.0,1456.0,h2_z_insignificant,,,,
D005922,"Glomerulonephritis, IGA","Glomerulonephritis, IGA",2,2,0,2,7,7.659574468085106,False,False,0.0,0.0,0.5106382978723404,,Berger Disease,K21 Gastro-oesophageal reflux disease,Pan-UKB::icd10|K21|both_sexes||,Pan-UKB,GRCh37,icd10|K21|both_sexes||,,icd10,K21,K21 Gastro-oesophageal reflux disease,truncated: true,,"Chapter XI Diseases of the digestive system | K20-K31 Diseases of oesophagus, stomach and duodenum | K21 Gastro-oesophageal reflux disease",direct_disease_candidate,"EUR,MID",MID,1.0,verified_from_official_manifest,icd10-K21-both_sexes.tsv.bgz,icd10-K21-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-K21-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-K21-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,395.0,6241.0,h2_z_insignificant,63.0,917.0,n_too_low,729.0,8147.0,h2_z_insignificant,117.0,2592.0,h2_z_insignificant,29975.0,390556.0,PASS,128.0,1471.0,PASS,,,,
D005922,"Glomerulonephritis, IGA","Glomerulonephritis, IGA",2,2,0,2,8,7.659574468085106,False,False,0.0,0.0,0.5106382978723404,,IGA Type Nephritis,Noninfectious gastroenteritis,Pan-UKB::phecode|558|both_sexes||,Pan-UKB,GRCh37,phecode|558|both_sexes||,,phecode,558,Noninfectious gastroenteritis,,,digestive,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,phecode-558-both_sexes.tsv.bgz,phecode-558-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-558-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-558-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,187.0,5537.0,h2_z_insignificant,,,,416.0,7235.0,PASS,61.0,2391.0,h2_z_insignificant,17088.0,330270.0,PASS,76.0,1293.0,h2_z_insignificant,,,,
D005923,"Glomerulosclerosis, Focal Segmental","Glomerulosclerosis, Focal Segmental",3,3,0,3,1,9.375,False,False,0.0,0.0,0.625,,Focal Glomerulosclerosis,Coronary atherosclerosis,Pan-UKB::phecode|411.4|both_sexes||,Pan-UKB,GRCh37,phecode|411.4|both_sexes||,,phecode,411.4,Coronary atherosclerosis,,,circulatory system,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,phecode-411.4-both_sexes.tsv.bgz,phecode-411.4-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-411.4-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-411.4-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,191.0,6224.0,h2_z_insignificant,,,,1028.0,7496.0,PASS,59.0,2605.0,h2_z_insignificant,23888.0,382052.0,PASS,114.0,1430.0,h2_z_insignificant,,,,
D005923,"Glomerulosclerosis, Focal Segmental","Glomerulosclerosis, Focal Segmental",3,3,0,3,2,8.571428571428571,False,False,0.0,0.0,0.5714285714285714,,Segmental Hyalinosis,Essential hypertension,Pan-UKB::phecode|401.1|both_sexes||,Pan-UKB,GRCh37,phecode|401.1|both_sexes||,,phecode,401.1,Essential hypertension,,,circulatory system,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,phecode-401.1-both_sexes.tsv.bgz,phecode-401.1-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-401.1-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-401.1-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,2026.0,4589.0,h2_z_insignificant,158.0,816.0,n_too_low,2682.0,6170.0,PASS,431.0,2272.0,h2_z_insignificant,94062.0,325488.0,PASS,346.0,1245.0,h2_z_insignificant,,,,
D005923,"Glomerulosclerosis, Focal Segmental","Glomerulosclerosis, Focal Segmental",3,3,0,3,3,7.384615384615385,False,False,0.0,0.0,0.49230769230769234,,Focal Sclerosing Glomerulonephritis,Obstructive chronic bronchitis,Pan-UKB::phecode|496.21|both_sexes||,Pan-UKB,GRCh37,phecode|496.21|both_sexes||,,phecode,496.21,Obstructive chronic bronchitis,,,respiratory,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,phecode-496.21-both_sexes.tsv.bgz,phecode-496.21-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-496.21-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-496.21-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,74.0,5999.0,h2_z_insignificant,,,,152.0,7886.0,PASS,,,,11537.0,379656.0,PASS,,,,,,,
D005923,"Glomerulosclerosis, Focal Segmental","Glomerulosclerosis, Focal Segmental",3,3,0,3,4,7.3584905660377355,False,False,0.0,0.0,0.49056603773584906,,Focal Sclerosing Glomerulonephritis,Chronic bronchitis,Pan-UKB::phecode|496.2|both_sexes||,Pan-UKB,GRCh37,phecode|496.2|both_sexes||,,phecode,496.2,Chronic bronchitis,,,respiratory,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,phecode-496.2-both_sexes.tsv.bgz,phecode-496.2-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-496.2-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-496.2-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,77.0,5999.0,h2_z_insignificant,,,,156.0,7886.0,PASS,,,,11764.0,379656.0,PASS,,,,,,,
D005923,"Glomerulosclerosis, Focal Segmental","Glomerulosclerosis, Focal Segmental",3,3,0,3,5,7.317073170731707,False,False,0.0,0.0,0.4878048780487805,,Segmental Hyalinosis,Other mental disorder,Pan-UKB::phecode|306|both_sexes||,Pan-UKB,GRCh37,phecode|306|both_sexes||,,phecode,306,Other mental disorder,,,mental disorders,direct_disease_candidate,"EAS,EUR",EAS,1.0,verified_from_official_manifest,phecode-306-both_sexes.tsv.bgz,phecode-306-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-306-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-306-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,310.0,6116.0,h2_z_insignificant,84.0,875.0,n_too_low,464.0,8189.0,h2_z_insignificant,86.0,2585.0,PASS,39711.0,369930.0,PASS,143.0,1419.0,h2_z_insignificant,,,,
D005923,"Glomerulosclerosis, Focal Segmental","Glomerulosclerosis, Focal Segmental",3,3,0,3,6,7.0588235294117645,False,False,0.0,0.0,0.47058823529411764,,Segmental Hyalinosis,Osteoarthrosis,Pan-UKB::phecode|740|both_sexes||,Pan-UKB,GRCh37,phecode|740|both_sexes||,,phecode,740,Osteoarthrosis,,,musculoskeletal,direct_disease_candidate,"EUR,MID",MID,1.0,verified_from_official_manifest,phecode-740-both_sexes.tsv.bgz,phecode-740-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-740-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-740-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,423.0,6213.0,h2_z_insignificant,53.0,927.0,n_too_low,547.0,8329.0,h2_z_insignificant,74.0,2635.0,h2_z_insignificant,36073.0,384458.0,PASS,86.0,1513.0,PASS,,,,
D005923,"Glomerulosclerosis, Focal Segmental","Glomerulosclerosis, Focal Segmental",3,3,0,3,7,7.0588235294117645,False,False,0.0,0.0,0.47058823529411764,,Segmental Hyalinosis,Abdominal pain,Pan-UKB::phecode|785|both_sexes||,Pan-UKB,GRCh37,phecode|785|both_sexes||,,phecode,785,Abdominal pain,,,symptoms,direct_disease_candidate,"CSA,EUR",CSA,1.0,verified_from_official_manifest,phecode-785-both_sexes.tsv.bgz,phecode-785-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-785-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-785-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,998.0,5638.0,h2_z_insignificant,141.0,839.0,n_too_low,1237.0,7639.0,PASS,289.0,2420.0,h2_z_insignificant,47295.0,373236.0,PASS,235.0,1364.0,h2_z_insignificant,,,,
D005923,"Glomerulosclerosis, Focal Segmental","Glomerulosclerosis, Focal Segmental",3,3,0,3,8,6.5,False,False,0.0,0.0,0.43333333333333335,,"Sclerosing Glomerulonephritis, Focal",Unspecified monoarthritis,Pan-UKB::phecode|716.2|both_sexes||,Pan-UKB,GRCh37,phecode|716.2|both_sexes||,,phecode,716.2,Unspecified monoarthritis,,,musculoskeletal,direct_disease_candidate,"CSA,EAS,EUR,MID","CSA,EAS,MID",3.0,verified_from_official_manifest,phecode-716.2-both_sexes.tsv.bgz,phecode-716.2-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-716.2-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-716.2-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,341.0,5922.0,h2_z_insignificant,,,,504.0,7845.0,PASS,63.0,2571.0,PASS,20094.0,372332.0,PASS,63.0,1456.0,PASS,,,,
D006073,Gout,Gout,2,2,1,1,1,275.0,True,True,1.0,1.0,1.0,gout,Gout,Gout,GBMI::Gout,GBMI,GRCh38,Gout,Gout,disease,,Gout,,,GBMI published pilot endpoint,direct_disease_candidate,,,,TO_VERIFY_FROM_ORIGINAL_ENDPOINT_FILES,,,,,GBMI pilot release 052021,UNREVIEWED,,,,,,,,,,,,,,,,,,,,,,
D006073,Gout,Gout,2,2,1,1,2,5.454545454545455,False,False,0.0,0.0,0.36363636363636365,,Gout,E66 Obesity,Pan-UKB::icd10|E66|both_sexes||,Pan-UKB,GRCh37,icd10|E66|both_sexes||,,icd10,E66,E66 Obesity,truncated: true,,"Chapter IV Endocrine, nutritional and metabolic diseases | E65-E68 Obesity and other hyperalimentation | E66 Obesity",direct_disease_candidate,"EUR,MID",MID,1.0,verified_from_official_manifest,icd10-E66-both_sexes.tsv.bgz,icd10-E66-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-E66-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-E66-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,421.0,6215.0,h2_z_insignificant,,,,362.0,8514.0,h2_z_insignificant,,,,15917.0,404614.0,PASS,79.0,1520.0,PASS,,,,
D006073,Gout,Gout,2,2,1,1,3,4.7368421052631575,False,False,0.0,0.0,0.3157894736842105,,Gouts,K80 Cholelithiasis,Pan-UKB::icd10|K80|both_sexes||,Pan-UKB,GRCh37,icd10|K80|both_sexes||,,icd10,K80,K80 Cholelithiasis,truncated: true,,"Chapter XI Diseases of the digestive system | K80-K87 Disorders of gallbladder, biliary tract and pancreas | K80 Cholelithiasis",direct_disease_candidate,"EAS,EUR",EAS,1.0,verified_from_official_manifest,icd10-K80-both_sexes.tsv.bgz,icd10-K80-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/icd10-K80-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/icd10-K80-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,120.0,6516.0,h2_z_insignificant,,,,253.0,8623.0,h2_z_insignificant,67.0,2642.0,PASS,16983.0,403548.0,PASS,,,,,,,
D006073,Gout,Gout,2,2,1,1,4,4.7368421052631575,False,False,0.0,0.0,0.3157894736842105,,Gouts,Cholelithiasis,Pan-UKB::phecode|574.1|both_sexes||,Pan-UKB,GRCh37,phecode|574.1|both_sexes||,,phecode,574.1,Cholelithiasis,,,digestive,direct_disease_candidate,"EAS,EUR",EAS,1.0,verified_from_official_manifest,phecode-574.1-both_sexes.tsv.bgz,phecode-574.1-both_sexes.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/phecode-574.1-both_sexes.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/phecode-574.1-both_sexes.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,120.0,6470.0,h2_z_insignificant,,,,255.0,8541.0,h2_z_insignificant,68.0,2623.0,PASS,17278.0,399542.0,PASS,,,,,,,
