pair_trait_uid,ti_uid,gene,pool,indication_mesh_id,indication_mesh_term,analysis_role,locked_mapping_tier,candidate_source,candidate_trait_key,candidate_trait_name,phenotype_id,genome_build,canonical_group,pops_available,non_eur_pops_available,mapping_uid,mapping_rationale,locking_reason,indication_mesh_term_pair,ccat,year_launch,supported,initial_set,replication_set,all_set,n_studies_total,n_studies_initial,n_studies_replication,n_ancestries_initial,n_ancestries_replication,n_ancestries_all,has_replication,indication_mesh_term_mapping,mesh2026_preferred_term,n_pairs,n_genes,n_A,n_B,mapping_tier,clinical_domain,source_verified,candidate_status,reviewer_decision,reviewer_notes
pt_4e67b8a78d34558d,BCL2-D000740,BCL2,B,D000740,Anemia,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30030|both_sexes||irnt,Haematocrit percentage,continuous|30030|both_sexes||irnt,GRCh37,haematocrit,"CSA,EUR",CSA,map_97b816746f065ca0,Standard red-cell measures characterize anemia and major subtypes.,Retained only for prespecified sensitivity analysis.,Anemia,Phase II,,True,['European'],[],['European'],11,11,0,1,0,1,False,Anemia,Anemia,11,11,4,7,Direct quantitative readout,hematology,True,REVIEW,,
pt_4aec57e2f24ef359,BCL2-D000740,BCL2,B,D000740,Anemia,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30020|both_sexes||irnt,Haemoglobin concentration,continuous|30020|both_sexes||irnt,GRCh37,haemoglobin,"CSA,EUR",CSA,map_e6f7fc7e1a195345,Standard red-cell measures characterize anemia and major subtypes.,Locked as the single primary representation of this indication.,Anemia,Phase II,,True,['European'],[],['European'],11,11,0,1,0,1,False,Anemia,Anemia,11,11,4,7,Direct quantitative readout,hematology,True,REVIEW,,
pt_23255f2f554234a3,BCL2-D000740,BCL2,B,D000740,Anemia,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|30040|both_sexes||irnt,Mean corpuscular volume,continuous|30040|both_sexes||irnt,GRCh37,mean_corpuscular_volume,"CSA,EUR",CSA,map_69f44c24155f039a,Standard red-cell measures characterize anemia and major subtypes.,Retained only for prespecified sensitivity analysis.,Anemia,Phase II,,True,['European'],[],['European'],11,11,0,1,0,1,False,Anemia,Anemia,11,11,4,7,Direct quantitative readout,hematology,True,REVIEW,,
pt_aeecc16e420d9eec,CACNA1C-D006973,CACNA1C,A,D006973,Hypertension,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",continuous|4079|both_sexes||irnt,GRCh37,diastolic_blood_pressure,"CSA,EUR",CSA,map_a10198eb08d8bca6,Blood pressure is the defining quantitative phenotype.,Retained only for prespecified sensitivity analysis.,Hypertension,Launched,,True,['European'],[],['European'],1,1,0,1,0,1,False,Hypertension,Hypertension,19,19,8,11,Direct quantitative readout,blood_pressure,True,REVIEW,,
pt_4422c6315698ad65,CACNA1C-D006973,CACNA1C,A,D006973,Hypertension,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",continuous|4080|both_sexes||irnt,GRCh37,systolic_blood_pressure,"CSA,EAS,EUR","CSA,EAS",map_51438025f9ca1f25,Blood pressure is the defining quantitative phenotype.,Locked as the single primary representation of this indication.,Hypertension,Launched,,True,['European'],[],['European'],1,1,0,1,0,1,False,Hypertension,Hypertension,19,19,8,11,Direct quantitative readout,blood_pressure,True,REVIEW,,
pt_606523ddde2f4f0f,CALCA-D009765,CALCA,B,D009765,Obesity,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),continuous|21001|both_sexes||irnt,GRCh37,body_mass_index,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_0b18d3fa6d5f91c0,BMI and waist circumference directly measure adiposity.,Locked as the single primary representation of this indication.,Obesity,Phase I,,True,['European'],[],['European'],2,2,0,1,0,1,False,Obesity,Obesity,31,31,4,27,Direct quantitative readout,anthropometry,True,REVIEW,,
pt_3e365343e9c40986,CALCA-D009765,CALCA,B,D009765,Obesity,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,continuous|48|both_sexes||irnt,GRCh37,waist_circumference,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_89b2b7c6b871d268,BMI and waist circumference directly measure adiposity.,Retained only for prespecified sensitivity analysis.,Obesity,Phase I,,True,['European'],[],['European'],2,2,0,1,0,1,False,Obesity,Obesity,31,31,4,27,Direct quantitative readout,anthropometry,True,REVIEW,,
pt_f4e30c148f386c0d,CALCR-D003920,CALCR,B,D003920,Diabetes Mellitus,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,"CSA,EUR,MID","CSA,MID",map_0c8c975606285aeb,HbA1c is a standard quantitative measure of chronic glycemia.,Locked as the single primary representation of this indication.,Diabetes Mellitus,Phase II,,True,['European'],[],['European'],1,1,0,1,0,1,False,Diabetes Mellitus,Diabetes Mellitus,13,13,2,11,Direct quantitative readout,glycemia,True,REVIEW,,
pt_e7f0ba5d0c920166,CALCR-D003924,CALCR,B,D003924,"Diabetes Mellitus, Type 2",PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30750|both_sexes||irnt,Glycated haemoglobin (HbA1c),biomarkers|30750|both_sexes||irnt,GRCh37,hba1c,"CSA,EUR,MID","CSA,MID",map_ae8d9a8f89a7795e,HbA1c is a standard quantitative measure of chronic glycemia.,Locked as the single primary representation of this indication.,"Diabetes Mellitus, Type 2",Phase II,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],[],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],2,2,0,5,0,5,False,"Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2",18,18,9,9,Direct quantitative readout,glycemia,True,REVIEW,,
pt_3699cd58a554f53e,CALCR-D009765,CALCR,B,D009765,Obesity,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|21001|both_sexes||irnt,Body mass index (BMI),continuous|21001|both_sexes||irnt,GRCh37,body_mass_index,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_0b18d3fa6d5f91c0,BMI and waist circumference directly measure adiposity.,Locked as the single primary representation of this indication.,Obesity,Phase II,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],['African' 'East Asian' 'European' 'NR' 'Other Asian' 'South Asian'],"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Other Asian' 'South Asian']",16,16,5,5,5,6,True,Obesity,Obesity,31,31,4,27,Direct quantitative readout,anthropometry,True,REVIEW,,
pt_c51a9127b6eb4dd0,CALCR-D009765,CALCR,B,D009765,Obesity,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|48|both_sexes||irnt,Waist circumference,continuous|48|both_sexes||irnt,GRCh37,waist_circumference,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_89b2b7c6b871d268,BMI and waist circumference directly measure adiposity.,Retained only for prespecified sensitivity analysis.,Obesity,Phase II,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'South Asian'],['African' 'East Asian' 'European' 'NR' 'Other Asian' 'South Asian'],"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Other Asian' 'South Asian']",16,16,5,5,5,6,True,Obesity,Obesity,31,31,4,27,Direct quantitative readout,anthropometry,True,REVIEW,,
pt_1121ba1a2cbbeade,CASR-D006996,CASR,B,D006996,Hypocalcemia,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30680|both_sexes||irnt,Calcium,biomarkers|30680|both_sexes||irnt,GRCh37,calcium,"CSA,EUR",CSA,map_1486c473da98bf83,Serum calcium directly represents the indication.,Locked as the single primary representation of this indication.,Hypocalcemia,Phase II,,True,['African' 'East Asian' 'European' 'South Asian'],['European'],['African' 'East Asian' 'European' 'South Asian'],9,9,2,4,1,4,True,Hypocalcemia,Hypocalcemia,1,1,0,1,Direct quantitative readout,mineral,True,REVIEW,,
pt_8d4a7bf3d95a42db,CASR-D006934,CASR,A,D006934,Hypercalcemia,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30680|both_sexes||irnt,Calcium,biomarkers|30680|both_sexes||irnt,GRCh37,calcium,"CSA,EUR",CSA,map_db7b3c370acd17a2,Serum calcium directly represents the indication.,Locked as the single primary representation of this indication.,Hypercalcemia,Launched,2019.0,True,['African' 'East Asian' 'European' 'South Asian'],['European'],['African' 'East Asian' 'European' 'South Asian'],9,9,2,4,1,4,True,Hypercalcemia,Hypercalcemia,1,1,1,0,Direct quantitative readout,mineral,True,REVIEW,,
pt_53582155bc843363,CCR4-D003876,CCR4,B,D003876,"Dermatitis, Atopic",SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,"CSA,EUR",CSA,map_5870426bd34a44e7,Eosinophil count is an allergic-inflammatory biomarker rather than the disease endpoint.,Retained only for prespecified sensitivity analysis.,"Dermatitis, Atopic",Phase II,,True,['East Asian' 'European'],['East Asian'],['East Asian' 'European'],4,4,1,2,1,2,True,"Dermatitis, Atopic","Dermatitis, Atopic",12,12,2,10,Proxy biomarker,hematology_allergy,True,REVIEW,,
pt_20db6dd11485e13e,CCR4-D065631,CCR4,B,D065631,"Rhinitis, Allergic",SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,"CSA,EUR",CSA,map_fef4e0642fc76154,Eosinophil count is an allergic-inflammatory biomarker rather than the disease endpoint.,Retained only for prespecified sensitivity analysis.,"Rhinitis, Allergic",Phase I,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],['European' 'NR'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],22,22,5,4,1,4,True,"Rhinitis, Allergic","Rhinitis, Allergic",9,9,1,8,Proxy biomarker,hematology_allergy,True,REVIEW,,
pt_f618e75fb66f9857,CD200R1-D003876,CD200R1,B,D003876,"Dermatitis, Atopic",SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,"CSA,EUR",CSA,map_5870426bd34a44e7,Eosinophil count is an allergic-inflammatory biomarker rather than the disease endpoint.,Retained only for prespecified sensitivity analysis.,"Dermatitis, Atopic",Phase I,,True,['European'],[],['European'],2,2,0,1,0,1,False,"Dermatitis, Atopic","Dermatitis, Atopic",12,12,2,10,Proxy biomarker,hematology_allergy,True,REVIEW,,
pt_52c8733745aae8e4,CETP-D006937,CETP,B,D006937,Hypercholesterolemia,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,"CSA,EUR",CSA,map_505723e622d14ef9,Circulating lipid measure directly represents the indication construct.,Retained only for prespecified sensitivity analysis.,Hypercholesterolemia,Phase III,,True,"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']",['East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other Asian'],"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']",44,44,16,8,4,8,True,Hypercholesterolemia,Hypercholesterolemia,14,14,3,11,Direct quantitative readout,lipids,True,REVIEW,,
pt_0529a262b1ed98d9,CETP-D006937,CETP,B,D006937,Hypercholesterolemia,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,"CSA,EUR",CSA,map_53025b2483451588,Circulating lipid measure directly represents the indication construct.,Retained only for prespecified sensitivity analysis.,Hypercholesterolemia,Phase III,,True,"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']",['East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other Asian'],"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']",44,44,16,8,4,8,True,Hypercholesterolemia,Hypercholesterolemia,14,14,3,11,Direct quantitative readout,lipids,True,REVIEW,,
pt_d742d1418888413a,CETP-D006937,CETP,B,D006937,Hypercholesterolemia,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,"CSA,EUR",CSA,map_50cd2496568d9c63,Circulating lipid measure directly represents the indication construct.,Locked as the single primary representation of this indication.,Hypercholesterolemia,Phase III,,True,"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']",['East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other Asian'],"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']",44,44,16,8,4,8,True,Hypercholesterolemia,Hypercholesterolemia,14,14,3,11,Direct quantitative readout,lipids,True,REVIEW,,
pt_a40e445280d5c99a,CETP-D006938,CETP,B,D006938,Hyperlipoproteinemia Type II,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,"CSA,EUR",CSA,map_cfd704321ca3eaef,Circulating lipid measure directly represents the indication construct.,Retained only for prespecified sensitivity analysis.,Hyperlipoproteinemia Type II,Phase III,,True,"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']",['East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other Asian'],"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']",44,44,16,8,4,8,True,Hyperlipoproteinemia Type II,Hyperlipoproteinemia Type II,8,8,3,5,Direct quantitative readout,lipids,True,REVIEW,,
pt_c0ae836af82e8935,CETP-D006938,CETP,B,D006938,Hyperlipoproteinemia Type II,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,"CSA,EUR",CSA,map_20c7523ee78dfeaf,Circulating lipid measure directly represents the indication construct.,Retained only for prespecified sensitivity analysis.,Hyperlipoproteinemia Type II,Phase III,,True,"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']",['East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other Asian'],"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']",44,44,16,8,4,8,True,Hyperlipoproteinemia Type II,Hyperlipoproteinemia Type II,8,8,3,5,Direct quantitative readout,lipids,True,REVIEW,,
pt_c07fa2d72be6f239,CETP-D006938,CETP,B,D006938,Hyperlipoproteinemia Type II,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,"CSA,EUR",CSA,map_e773da18247036fb,Circulating lipid measure directly represents the indication construct.,Locked as the single primary representation of this indication.,Hyperlipoproteinemia Type II,Phase III,,True,"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']",['East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other Asian'],"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']",44,44,16,8,4,8,True,Hyperlipoproteinemia Type II,Hyperlipoproteinemia Type II,8,8,3,5,Direct quantitative readout,lipids,True,REVIEW,,
pt_52a1671cd5587ec2,CETP-D006949,CETP,B,D006949,Hyperlipidemias,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30640|both_sexes||irnt,Apolipoprotein B,biomarkers|30640|both_sexes||irnt,GRCh37,apolipoprotein_b,"CSA,EUR",CSA,map_431e4b5a762bae69,Circulating lipid measure directly represents the indication construct.,Retained only for prespecified sensitivity analysis.,Hyperlipidemias,Phase III,,True,"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']",['East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other Asian'],"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']",44,44,16,8,4,8,True,Hyperlipidemias,Hyperlipidemias,22,22,4,18,Direct quantitative readout,lipids,True,REVIEW,,
pt_9dfb4c92bb3e298f,CETP-D006949,CETP,B,D006949,Hyperlipidemias,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30690|both_sexes||irnt,Cholesterol,biomarkers|30690|both_sexes||irnt,GRCh37,total_cholesterol,"CSA,EUR",CSA,map_c7d4a03a9508b750,Circulating lipid measure directly represents the indication construct.,Retained only for prespecified sensitivity analysis.,Hyperlipidemias,Phase III,,True,"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']",['East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other Asian'],"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']",44,44,16,8,4,8,True,Hyperlipidemias,Hyperlipidemias,22,22,4,18,Direct quantitative readout,lipids,True,REVIEW,,
pt_d4a295cb85891cd1,CETP-D006949,CETP,B,D006949,Hyperlipidemias,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::biomarkers|30780|both_sexes||irnt,LDL direct,biomarkers|30780|both_sexes||irnt,GRCh37,ldl_cholesterol,"CSA,EUR",CSA,map_8442195d65e17d61,Circulating lipid measure directly represents the indication construct.,Locked as the single primary representation of this indication.,Hyperlipidemias,Phase III,,True,"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']",['East Asian' 'European' 'Hispanic/Latin American' 'NR' 'Other Asian'],"['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'
 'Native American' 'Oceanian' 'Other Asian' 'South Asian']",44,44,16,8,4,8,True,Hyperlipidemias,Hyperlipidemias,22,22,4,18,Direct quantitative readout,lipids,True,REVIEW,,
pt_22e7424e163ef110,CHRM3-D001249,CHRM3,B,D001249,Asthma,PRIMARY,Direct disease,GBMI,GBMI::Asthma,Asthma,Asthma,GRCh38,Asthma,"AFR,AMR,CSA,EAS,EUR","AFR,AMR,CSA,EAS",map_142944bd2f968395,The GBMI endpoint is an exact or clinically equivalent disease endpoint.,Locked as the single primary representation of this indication.,Asthma,Phase I,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],['European' 'NR'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],5,5,2,4,1,4,True,Asthma,Asthma,29,29,4,25,Direct disease,direct_disease,True,REVIEW,,
pt_8ad5635d19814e53,CHRM3-D001249,CHRM3,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,"CSA,EUR",CSA,map_cb8244ded7498122,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase I,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],['European' 'NR'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],5,5,2,4,1,4,True,Asthma,Asthma,29,29,4,25,Proxy biomarker,hematology_allergy,True,REVIEW,,
pt_7d1de8fe8786af0e,CHRM3-D001249,CHRM3,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_59356df4843aaef1,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase I,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],['European' 'NR'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],5,5,2,4,1,4,True,Asthma,Asthma,29,29,4,25,Proxy biomarker,pulmonary,True,REVIEW,,
pt_68a10f4c9219e3b8,CHRM3-D001249,CHRM3,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_8f3487c5d3ef8b41,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase I,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],['European' 'NR'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],5,5,2,4,1,4,True,Asthma,Asthma,29,29,4,25,Proxy biomarker,pulmonary,True,REVIEW,,
pt_755713705b6582d3,CHRM3-D029424,CHRM3,A,D029424,"Pulmonary Disease, Chronic Obstructive",PRIMARY,Direct disease,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,COPD,GRCh38,COPD,"AFR,AMR,EAS,EUR","AFR,AMR,EAS",map_c342a950924fe3b4,The GBMI endpoint is an exact or clinically equivalent disease endpoint.,Locked as the single primary representation of this indication.,"Pulmonary Disease, Chronic Obstructive",Launched,2012.0,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],['European' 'NR'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],5,5,2,4,1,4,True,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",20,20,3,17,Direct disease,direct_disease,True,REVIEW,,
pt_e8a693c4a13d6359,CHRM3-D029424,CHRM3,A,D029424,"Pulmonary Disease, Chronic Obstructive",SENSITIVITY,Closely related phenotype,Pan-UKB,Pan-UKB::continuous|3063|both_sexes||irnt,Forced expiratory volume in 1-second (FEV1),continuous|3063|both_sexes||irnt,GRCh37,fev1,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_3b5ef0a073ff5fa0,Spirometry measures airflow limitation central to COPD but is not the disease endpoint.,Retained only for prespecified sensitivity analysis.,"Pulmonary Disease, Chronic Obstructive",Launched,2012.0,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],['European' 'NR'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],5,5,2,4,1,4,True,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",20,20,3,17,Closely related phenotype,pulmonary,True,REVIEW,,
pt_c5384ed5549f4f28,CHRM3-D029424,CHRM3,A,D029424,"Pulmonary Disease, Chronic Obstructive",SENSITIVITY,Closely related phenotype,Pan-UKB,Pan-UKB::continuous|3062|both_sexes||irnt,Forced vital capacity (FVC),continuous|3062|both_sexes||irnt,GRCh37,fvc,"AFR,CSA,EUR,MID","AFR,CSA,MID",map_16d098169734a13c,Spirometry measures airflow limitation central to COPD but is not the disease endpoint.,Retained only for prespecified sensitivity analysis.,"Pulmonary Disease, Chronic Obstructive",Launched,2012.0,True,['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],['European' 'NR'],['African' 'East Asian' 'European' 'Hispanic/Latin American' 'NR'],5,5,2,4,1,4,True,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",20,20,3,17,Closely related phenotype,pulmonary,True,REVIEW,,
pt_01627d4d8c2b4069,CHRM3-D065631,CHRM3,A,D065631,"Rhinitis, Allergic",SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,"CSA,EUR",CSA,map_fef4e0642fc76154,Eosinophil count is an allergic-inflammatory biomarker rather than the disease endpoint.,Retained only for prespecified sensitivity analysis.,"Rhinitis, Allergic",Launched,2021.0,True,['European'],['European' 'NR'],['European' 'NR'],4,4,2,1,1,1,True,"Rhinitis, Allergic","Rhinitis, Allergic",9,9,1,8,Proxy biomarker,hematology_allergy,True,REVIEW,,
pt_bdf362582e10f6e6,CHRNB4-D006973,CHRNB4,B,D006973,Hypertension,SENSITIVITY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|4079|both_sexes||irnt,"Diastolic blood pressure, automated reading",continuous|4079|both_sexes||irnt,GRCh37,diastolic_blood_pressure,"CSA,EUR",CSA,map_a10198eb08d8bca6,Blood pressure is the defining quantitative phenotype.,Retained only for prespecified sensitivity analysis.,Hypertension,Phase II,,True,['European'],['European'],['European'],1,1,1,1,1,1,True,Hypertension,Hypertension,19,19,8,11,Direct quantitative readout,blood_pressure,True,REVIEW,,
pt_56886b598b7e8042,CHRNB4-D006973,CHRNB4,B,D006973,Hypertension,PRIMARY,Direct quantitative readout,Pan-UKB,Pan-UKB::continuous|4080|both_sexes||irnt,"Systolic blood pressure, automated reading",continuous|4080|both_sexes||irnt,GRCh37,systolic_blood_pressure,"CSA,EAS,EUR","CSA,EAS",map_51438025f9ca1f25,Blood pressure is the defining quantitative phenotype.,Locked as the single primary representation of this indication.,Hypertension,Phase II,,True,['European'],['European'],['European'],1,1,1,1,1,1,True,Hypertension,Hypertension,19,19,8,11,Direct quantitative readout,blood_pressure,True,REVIEW,,
pt_ea63c91b2ee7f151,CSF2-D001249,CSF2,B,D001249,Asthma,PRIMARY,Direct disease,GBMI,GBMI::Asthma,Asthma,Asthma,GRCh38,Asthma,"AFR,AMR,CSA,EAS,EUR","AFR,AMR,CSA,EAS",map_142944bd2f968395,The GBMI endpoint is an exact or clinically equivalent disease endpoint.,Locked as the single primary representation of this indication.,Asthma,Phase II,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American'],['European'],['African' 'East Asian' 'European' 'Hispanic/Latin American'],4,4,1,4,1,4,True,Asthma,Asthma,29,29,4,25,Direct disease,direct_disease,True,REVIEW,,
pt_460f8ed29d945ba2,CSF2-D001249,CSF2,B,D001249,Asthma,SENSITIVITY,Proxy biomarker,Pan-UKB,Pan-UKB::continuous|30150|both_sexes||irnt,Eosinophill count,continuous|30150|both_sexes||irnt,GRCh37,eosinophil_count,"CSA,EUR",CSA,map_cb8244ded7498122,"Eosinophils and spirometry measure allergic inflammation or airway physiology, not asthma diagnosis itself.",Retained only for prespecified sensitivity analysis.,Asthma,Phase II,,True,['African' 'East Asian' 'European' 'Hispanic/Latin American'],['European'],['African' 'East Asian' 'European' 'Hispanic/Latin American'],4,4,1,4,1,4,True,Asthma,Asthma,29,29,4,25,Proxy biomarker,hematology_allergy,True,REVIEW,,
