trait_key,source,genome_build,phenotype_id,published_endpoint_code,trait_type,phenocode,trait_name,description_more,coding_description,category,analysis_class,pops_pass_qc,non_eur_pops_pass_qc,num_non_eur_pops_pass_qc,ancestry_status,filename,filename_tabix,remote_data_path,remote_index_path,source_release,mapping_status,n_cases_AFR,n_controls_AFR,phenotype_qc_AFR,n_cases_AMR,n_controls_AMR,phenotype_qc_AMR,n_cases_CSA,n_controls_CSA,phenotype_qc_CSA,n_cases_EAS,n_controls_EAS,phenotype_qc_EAS,n_cases_EUR,n_controls_EUR,phenotype_qc_EUR,n_cases_MID,n_controls_MID,phenotype_qc_MID,clinical_domain,canonical_group,core_priority,selection_method,selection_reason
Pan-UKB::continuous|30250|both_sexes||irnt,Pan-UKB,GRCh37,continuous|30250|both_sexes||irnt,,continuous,30250,Reticulocyte count,"Result of ""Reticulocytes Number"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Reticulocytes count is computed from the reticulocyte per cent multiplied by the red blood cell count.",,Biological samples > Assay results > Blood assays > Blood count,quantitative_or_biomarker_candidate,"CSA,EAS,EUR","CSA,EAS",2,verified_from_official_manifest,continuous-30250-both_sexes-irnt.tsv.bgz,continuous-30250-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30250-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30250-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,6108.0,,h2_z_insignificant,926.0,,n_too_low,8315.0,,PASS,2582.0,,PASS,401345.0,,PASS,1518.0,,h2_z_insignificant,hematology,reticulocyte_count,primary,explicit_phenocode,Prespecified canonical clinical or biological measurement.
Pan-UKB::continuous|30000|both_sexes||irnt,Pan-UKB,GRCh37,continuous|30000|both_sexes||irnt,,continuous,30000,White blood cell (leukocyte) count,"Result of ""White Blood Cell Count"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. White blood count is the number of leukocytes. Analyser operating range was 0 to 9x10^11 cells/Litre. Typical reference range is 3.5x10^9 to 9.6x10^9 cells/Litre.",,Biological samples > Assay results > Blood assays > Blood count,quantitative_or_biomarker_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,continuous-30000-both_sexes-irnt.tsv.bgz,continuous-30000-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30000-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30000-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,6281.0,,h2_z_insignificant,950.0,,n_too_low,8532.0,,PASS,2632.0,,h2_z_insignificant,407990.0,,PASS,1548.0,,h2_z_insignificant,hematology,white_blood_cell_count,primary,explicit_phenocode,Prespecified canonical clinical or biological measurement.
Pan-UKB::continuous|30150|both_sexes||irnt,Pan-UKB,GRCh37,continuous|30150|both_sexes||irnt,,continuous,30150,Eosinophill count,"Result of ""Eosinophils Number"" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Eosinophils count is the proportion of ( eosinophils / 100 ) x white blood cell count.",,Biological samples > Assay results > Blood assays > Blood count,quantitative_or_biomarker_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,continuous-30150-both_sexes-irnt.tsv.bgz,continuous-30150-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30150-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30150-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,6262.0,,h2_z_insignificant,949.0,,n_too_low,8502.0,,PASS,2630.0,,h2_z_insignificant,407265.0,,PASS,1546.0,,h2_z_insignificant,hematology_allergy,eosinophil_count,primary,explicit_phenocode,Prespecified canonical clinical or biological measurement.
Pan-UKB::biomarkers|30620|both_sexes||irnt,Pan-UKB,GRCh37,biomarkers|30620|both_sexes||irnt,,biomarkers,30620,Alanine aminotransferase,,,Biological samples > Assay results > Blood assays > Blood biochemistry,quantitative_or_biomarker_candidate,"AFR,CSA,EUR","AFR,CSA",2,verified_from_official_manifest,biomarkers-30620-both_sexes-irnt.tsv.bgz,biomarkers-30620-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30620-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30620-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,6214.0,,PASS,937.0,,n_too_low,8407.0,,PASS,2570.0,,h2_z_insignificant,400822.0,,PASS,1499.0,,h2_z_insignificant,hepatic,alanine_aminotransferase,primary,explicit_phenocode,Prespecified canonical clinical or biological measurement.
Pan-UKB::biomarkers|30600|both_sexes||irnt,Pan-UKB,GRCh37,biomarkers|30600|both_sexes||irnt,,biomarkers,30600,Albumin,,,Biological samples > Assay results > Blood assays > Blood biochemistry,quantitative_or_biomarker_candidate,"AFR,CSA,EUR","AFR,CSA",2,verified_from_official_manifest,biomarkers-30600-both_sexes-irnt.tsv.bgz,biomarkers-30600-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30600-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30600-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,5759.0,,PASS,856.0,,n_too_low,7694.0,,PASS,2340.0,,h2_z_insignificant,367192.0,,PASS,1364.0,,h2_z_insignificant,hepatic,albumin,primary,explicit_phenocode,Prespecified canonical clinical or biological measurement.
Pan-UKB::biomarkers|30730|both_sexes||irnt,Pan-UKB,GRCh37,biomarkers|30730|both_sexes||irnt,,biomarkers,30730,Gamma glutamyltransferase,,,Biological samples > Assay results > Blood assays > Blood biochemistry,quantitative_or_biomarker_candidate,"CSA,EAS,EUR","CSA,EAS",2,verified_from_official_manifest,biomarkers-30730-both_sexes-irnt.tsv.bgz,biomarkers-30730-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30730-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30730-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,6212.0,,h2_z_insignificant,938.0,,n_too_low,8422.0,,PASS,2569.0,,PASS,400751.0,,PASS,1498.0,,h2_z_insignificant,hepatic,gamma_glutamyltransferase,primary,explicit_phenocode,Prespecified canonical clinical or biological measurement.
Pan-UKB::biomarkers|30610|both_sexes||irnt,Pan-UKB,GRCh37,biomarkers|30610|both_sexes||irnt,,biomarkers,30610,Alkaline phosphatase,,,Biological samples > Assay results > Blood assays > Blood biochemistry,quantitative_or_biomarker_candidate,"CSA,EUR,MID","CSA,MID",2,verified_from_official_manifest,biomarkers-30610-both_sexes-irnt.tsv.bgz,biomarkers-30610-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30610-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30610-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,6216.0,,h2_z_insignificant,938.0,,n_too_low,8422.0,,PASS,2572.0,,h2_z_insignificant,400988.0,,PASS,1497.0,,PASS,hepatic_bone,alkaline_phosphatase,primary,explicit_phenocode,Prespecified canonical clinical or biological measurement.
Pan-UKB::biomarkers|30710|both_sexes||irnt,Pan-UKB,GRCh37,biomarkers|30710|both_sexes||irnt,,biomarkers,30710,C-reactive protein,,,Biological samples > Assay results > Blood assays > Blood biochemistry,quantitative_or_biomarker_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,biomarkers-30710-both_sexes-irnt.tsv.bgz,biomarkers-30710-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30710-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30710-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,6203.0,,h2_z_insignificant,937.0,,n_too_low,8397.0,,PASS,2564.0,,h2_z_insignificant,400094.0,,PASS,1498.0,,h2_z_insignificant,inflammation,c_reactive_protein,primary,explicit_phenocode,Prespecified canonical clinical or biological measurement.
Pan-UKB::biomarkers|30630|both_sexes||irnt,Pan-UKB,GRCh37,biomarkers|30630|both_sexes||irnt,,biomarkers,30630,Apolipoprotein A,,,Biological samples > Assay results > Blood assays > Blood biochemistry,quantitative_or_biomarker_candidate,"CSA,EUR,MID","CSA,MID",2,verified_from_official_manifest,biomarkers-30630-both_sexes-irnt.tsv.bgz,biomarkers-30630-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30630-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30630-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,5732.0,,h2_z_insignificant,846.0,,n_too_low,7679.0,,PASS,2325.0,,h2_z_insignificant,364987.0,,PASS,1360.0,,PASS,lipids,apolipoprotein_a,primary,explicit_phenocode,Prespecified canonical clinical or biological measurement.
Pan-UKB::biomarkers|30640|both_sexes||irnt,Pan-UKB,GRCh37,biomarkers|30640|both_sexes||irnt,,biomarkers,30640,Apolipoprotein B,,,Biological samples > Assay results > Blood assays > Blood biochemistry,quantitative_or_biomarker_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,biomarkers-30640-both_sexes-irnt.tsv.bgz,biomarkers-30640-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30640-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30640-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,6169.0,,h2_z_insignificant,932.0,,n_too_low,8352.0,,PASS,2553.0,,h2_z_insignificant,399003.0,,PASS,1496.0,,h2_z_insignificant,lipids,apolipoprotein_b,primary,explicit_phenocode,Prespecified canonical clinical or biological measurement.
Pan-UKB::biomarkers|30760|both_sexes||irnt,Pan-UKB,GRCh37,biomarkers|30760|both_sexes||irnt,,biomarkers,30760,HDL cholesterol,,,Biological samples > Assay results > Blood assays > Blood biochemistry,quantitative_or_biomarker_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,biomarkers-30760-both_sexes-irnt.tsv.bgz,biomarkers-30760-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30760-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30760-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,5754.0,,h2_z_insignificant,854.0,,n_too_low,7688.0,,PASS,2342.0,,h2_z_insignificant,367021.0,,PASS,1364.0,,h2_z_insignificant,lipids,hdl_cholesterol,primary,explicit_phenocode,Prespecified canonical clinical or biological measurement.
Pan-UKB::biomarkers|30780|both_sexes||irnt,Pan-UKB,GRCh37,biomarkers|30780|both_sexes||irnt,,biomarkers,30780,LDL direct,,,Biological samples > Assay results > Blood assays > Blood biochemistry,quantitative_or_biomarker_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,biomarkers-30780-both_sexes-irnt.tsv.bgz,biomarkers-30780-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30780-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30780-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,6200.0,,h2_z_insignificant,938.0,,n_too_low,8404.0,,PASS,2568.0,,h2_z_insignificant,400223.0,,PASS,1498.0,,h2_z_insignificant,lipids,ldl_cholesterol,primary,explicit_phenocode,Prespecified canonical clinical or biological measurement.
Pan-UKB::biomarkers|30690|both_sexes||irnt,Pan-UKB,GRCh37,biomarkers|30690|both_sexes||irnt,,biomarkers,30690,Cholesterol,,,Biological samples > Assay results > Blood assays > Blood biochemistry,quantitative_or_biomarker_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,biomarkers-30690-both_sexes-irnt.tsv.bgz,biomarkers-30690-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30690-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30690-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,6212.0,,h2_z_insignificant,938.0,,n_too_low,8422.0,,PASS,2572.0,,h2_z_insignificant,400963.0,,PASS,1500.0,,out_of_bounds_lambda,lipids,total_cholesterol,primary,explicit_phenocode,Prespecified canonical clinical or biological measurement.
Pan-UKB::biomarkers|30870|both_sexes||irnt,Pan-UKB,GRCh37,biomarkers|30870|both_sexes||irnt,,biomarkers,30870,Triglycerides,,,Biological samples > Assay results > Blood assays > Blood biochemistry,quantitative_or_biomarker_candidate,"AFR,CSA,EUR,MID","AFR,CSA,MID",3,verified_from_official_manifest,biomarkers-30870-both_sexes-irnt.tsv.bgz,biomarkers-30870-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30870-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30870-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,6211.0,,PASS,937.0,,n_too_low,8415.0,,PASS,2570.0,,h2_z_insignificant,400639.0,,PASS,1499.0,,PASS,lipids,triglycerides,primary,explicit_phenocode,Prespecified canonical clinical or biological measurement.
Pan-UKB::biomarkers|30680|both_sexes||irnt,Pan-UKB,GRCh37,biomarkers|30680|both_sexes||irnt,,biomarkers,30680,Calcium,,,Biological samples > Assay results > Blood assays > Blood biochemistry,quantitative_or_biomarker_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,biomarkers-30680-both_sexes-irnt.tsv.bgz,biomarkers-30680-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30680-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30680-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,5758.0,,h2_z_insignificant,856.0,,n_too_low,7697.0,,PASS,2344.0,,h2_z_insignificant,367050.0,,PASS,1361.0,,h2_z_insignificant,mineral,calcium,primary,explicit_phenocode,Prespecified canonical clinical or biological measurement.
Pan-UKB::biomarkers|30810|both_sexes||irnt,Pan-UKB,GRCh37,biomarkers|30810|both_sexes||irnt,,biomarkers,30810,Phosphate,,,Biological samples > Assay results > Blood assays > Blood biochemistry,quantitative_or_biomarker_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,biomarkers-30810-both_sexes-irnt.tsv.bgz,biomarkers-30810-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30810-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30810-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,5750.0,,h2_z_insignificant,854.0,,n_too_low,7685.0,,PASS,2342.0,,h2_z_insignificant,366484.0,,PASS,1360.0,,h2_z_insignificant,mineral,phosphate,primary,explicit_phenocode,Prespecified canonical clinical or biological measurement.
Pan-UKB::biomarkers|30890|both_sexes||irnt,Pan-UKB,GRCh37,biomarkers|30890|both_sexes||irnt,,biomarkers,30890,Vitamin D,,,Biological samples > Assay results > Blood assays > Blood biochemistry,quantitative_or_biomarker_candidate,"AFR,CSA,EUR,MID","AFR,CSA,MID",3,verified_from_official_manifest,biomarkers-30890-both_sexes-irnt.tsv.bgz,biomarkers-30890-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30890-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30890-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,6046.0,,PASS,892.0,,n_too_low,7380.0,,PASS,2484.0,,h2_z_insignificant,383324.0,,PASS,1390.0,,PASS,mineral,vitamin_d,primary,explicit_phenocode,Prespecified canonical clinical or biological measurement.
Pan-UKB::biomarkers|30860|both_sexes||irnt,Pan-UKB,GRCh37,biomarkers|30860|both_sexes||irnt,,biomarkers,30860,Total protein,,,Biological samples > Assay results > Blood assays > Blood biochemistry,quantitative_or_biomarker_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,biomarkers-30860-both_sexes-irnt.tsv.bgz,biomarkers-30860-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30860-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30860-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,5759.0,,h2_z_insignificant,856.0,,n_too_low,7696.0,,PASS,2342.0,,h2_z_insignificant,366758.0,,PASS,1362.0,,h2_z_insignificant,protein,total_protein,primary,explicit_phenocode,Prespecified canonical clinical or biological measurement.
Pan-UKB::continuous|3063|both_sexes||irnt,Pan-UKB,GRCh37,continuous|3063|both_sexes||irnt,,continuous,3063,Forced expiratory volume in 1-second (FEV1),FEV1 value calculated from blow,,UK Biobank Assessment Centre > Physical measures > Spirometry,quantitative_or_biomarker_candidate,"AFR,CSA,EUR,MID","AFR,CSA,MID",3,verified_from_official_manifest,continuous-3063-both_sexes-irnt.tsv.bgz,continuous-3063-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-3063-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-3063-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,5978.0,,PASS,,,,8080.0,,PASS,2518.0,,fail_ratio,383471.0,,PASS,1432.0,,PASS,pulmonary,fev1,primary,prespecified_category_name_rule,Selected from an official clinical measurement category and collapsed to one canonical version.
Pan-UKB::continuous|3062|both_sexes||irnt,Pan-UKB,GRCh37,continuous|3062|both_sexes||irnt,,continuous,3062,Forced vital capacity (FVC),FVC value calculated from blow,,UK Biobank Assessment Centre > Physical measures > Spirometry,quantitative_or_biomarker_candidate,"AFR,CSA,EUR,MID","AFR,CSA,MID",3,verified_from_official_manifest,continuous-3062-both_sexes-irnt.tsv.bgz,continuous-3062-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-3062-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-3062-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,5978.0,,PASS,,,,8080.0,,PASS,2518.0,,h2_z_insignificant,383471.0,,PASS,1432.0,,PASS,pulmonary,fvc,primary,prespecified_category_name_rule,Selected from an official clinical measurement category and collapsed to one canonical version.
Pan-UKB::continuous|3064|both_sexes||irnt,Pan-UKB,GRCh37,continuous|3064|both_sexes||irnt,,continuous,3064,Peak expiratory flow (PEF),Peak expiratory flow during blow,,UK Biobank Assessment Centre > Physical measures > Spirometry,quantitative_or_biomarker_candidate,"AFR,CSA,EUR","AFR,CSA",2,verified_from_official_manifest,continuous-3064-both_sexes-irnt.tsv.bgz,continuous-3064-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-3064-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-3064-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,5978.0,,PASS,890.0,,n_too_low,8080.0,,PASS,2518.0,,h2_z_insignificant,383471.0,,PASS,1432.0,,h2_z_insignificant,pulmonary,peak_expiratory_flow,secondary,prespecified_category_name_rule,Selected from an official clinical measurement category and collapsed to one canonical version.
Pan-UKB::biomarkers|30720|both_sexes||irnt,Pan-UKB,GRCh37,biomarkers|30720|both_sexes||irnt,,biomarkers,30720,Cystatin C,,,Biological samples > Assay results > Blood assays > Blood biochemistry,quantitative_or_biomarker_candidate,"CSA,EUR,MID","CSA,MID",2,verified_from_official_manifest,biomarkers-30720-both_sexes-irnt.tsv.bgz,biomarkers-30720-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30720-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30720-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,6213.0,,h2_z_insignificant,940.0,,n_too_low,8422.0,,PASS,2573.0,,h2_z_insignificant,400940.0,,PASS,1500.0,,PASS,renal,cystatin_c,primary,explicit_phenocode,Prespecified canonical clinical or biological measurement.
Pan-UKB::continuous|eGFR|both_sexes||irnt,Pan-UKB,GRCh37,continuous|eGFR|both_sexes||irnt,,continuous,eGFR,"Estimated glomerular filtration rate, serum creatinine",eGFR based on serum creatinine (30700) using the CKD-EPI formula,,,quantitative_or_biomarker_candidate,"CSA,EUR,MID","CSA,MID",2,verified_from_official_manifest,continuous-eGFR-both_sexes-irnt.tsv.bgz,continuous-eGFR-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-eGFR-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-eGFR-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,6217.0,,h2_z_insignificant,939.0,,n_too_low,8432.0,,PASS,2574.0,,h2_z_insignificant,401867.0,,PASS,1502.0,,PASS,renal,egfr_creatinine,primary,explicit_phenocode,Prespecified canonical clinical or biological measurement.
Pan-UKB::continuous|eGFRcys|both_sexes||irnt,Pan-UKB,GRCh37,continuous|eGFRcys|both_sexes||irnt,,continuous,eGFRcys,"Estimated glomerular filtration rate, serum creatinine + cystain C",eGFR based on serum creatinine (30700) and cystain C (30720) using the CKD-EPI formula,,,quantitative_or_biomarker_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,continuous-eGFRcys-both_sexes-irnt.tsv.bgz,continuous-eGFRcys-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-eGFRcys-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-eGFRcys-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,6218.0,,h2_z_insignificant,942.0,,n_too_low,8431.0,,PASS,2576.0,,h2_z_insignificant,402031.0,,PASS,1504.0,,h2_z_insignificant,renal,egfr_creatinine_cystatin_c,secondary,explicit_phenocode,Prespecified canonical clinical or biological measurement.
Pan-UKB::continuous|eGFRcreacys|both_sexes||irnt,Pan-UKB,GRCh37,continuous|eGFRcreacys|both_sexes||irnt,,continuous,eGFRcreacys,"Estimated glomerular filtration rate, cystain C",eGFR based on cystain C (30720) using the CKD-EPI formula,,,quantitative_or_biomarker_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,continuous-eGFRcreacys-both_sexes-irnt.tsv.bgz,continuous-eGFRcreacys-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-eGFRcreacys-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-eGFRcreacys-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,6212.0,,h2_z_insignificant,939.0,,n_too_low,8426.0,,PASS,2574.0,,h2_z_insignificant,401570.0,,PASS,1501.0,,h2_z_insignificant,renal,egfr_cystatin_c,secondary,explicit_phenocode,Prespecified canonical clinical or biological measurement.
Pan-UKB::biomarkers|30700|both_sexes||irnt,Pan-UKB,GRCh37,biomarkers|30700|both_sexes||irnt,,biomarkers,30700,Creatinine,,,Biological samples > Assay results > Blood assays > Blood biochemistry,quantitative_or_biomarker_candidate,"CSA,EUR,MID","CSA,MID",2,verified_from_official_manifest,biomarkers-30700-both_sexes-irnt.tsv.bgz,biomarkers-30700-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30700-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30700-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,6212.0,,h2_z_insignificant,937.0,,n_too_low,8422.0,,PASS,2571.0,,h2_z_insignificant,400761.0,,PASS,1498.0,,PASS,renal,serum_creatinine,primary,explicit_phenocode,Prespecified canonical clinical or biological measurement.
Pan-UKB::biomarkers|30670|both_sexes||irnt,Pan-UKB,GRCh37,biomarkers|30670|both_sexes||irnt,,biomarkers,30670,Urea,,,Biological samples > Assay results > Blood assays > Blood biochemistry,quantitative_or_biomarker_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,biomarkers-30670-both_sexes-irnt.tsv.bgz,biomarkers-30670-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/biomarkers-30670-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/biomarkers-30670-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,6213.0,,h2_z_insignificant,938.0,,n_too_low,8422.0,,PASS,2569.0,,h2_z_insignificant,400687.0,,PASS,1497.0,,h2_z_insignificant,renal,urea,secondary,explicit_phenocode,Prespecified canonical clinical or biological measurement.
Pan-UKB::continuous|30510|both_sexes||irnt,Pan-UKB,GRCh37,continuous|30510|both_sexes||irnt,,continuous,30510,Creatinine (enzymatic) in urine,Measured by enzymatic analysis on a Beckman Coulter AU5400.,,Biological samples > Assay results > Urine assays,quantitative_or_biomarker_candidate,"CSA,EUR",CSA,1,verified_from_official_manifest,continuous-30510-both_sexes-irnt.tsv.bgz,continuous-30510-both_sexes-irnt.tsv.bgz.tbi,s3://pan-ukb-us-east-1/sumstats_flat_files/continuous-30510-both_sexes-irnt.tsv.bgz,s3://pan-ukb-us-east-1/sumstats_flat_files_tabix/continuous-30510-both_sexes-irnt.tsv.bgz.tbi,Pan-UKB official phenotype manifest,UNREVIEWED,6378.0,,h2_z_insignificant,938.0,,n_too_low,8469.0,,PASS,2621.0,,h2_z_insignificant,408485.0,,PASS,1525.0,,h2_z_insignificant,renal,urine_creatinine,secondary,explicit_phenocode,Prespecified canonical clinical or biological measurement.
