comparison_uid,gene_trait_uid,gene,candidate_source,candidate_trait_key,candidate_trait_name,comparison_population,unit_analysis_role,mixed_pool,primary_approval_eligible,maf_threshold,gws_p_threshold,min_portability_variants_pre_ld,min_coloc_variants,n_raw_eur_variants,n_raw_comparison_variants,n_raw_shared_rows,n_duplicate_key_rows_excluded,n_harmonized_exact,n_harmonized_swapped,n_harmonized_primary,n_harmonized_sensitivity,n_valid_biallelic_snp,n_valid_beta_se,n_valid_p,n_valid_af,n_maf_pass,n_quality_pass,n_qc_qualified,n_qc_qualified_sensitivity,n_eur_gws_qc,n_comparison_gws_qc,n_eur_gws_qc_sensitivity,n_comparison_gws_qc_sensitivity,sample_metadata_usable,gbmi_swapped_sensitivity_only,n_eur_strand_flip_flagged,n_comparison_strand_flip_flagged,n_eur_diff_af_gnomad_flagged,n_comparison_diff_af_gnomad_flagged,eur_trait_type,eur_coloc_type,eur_n_cases_median,eur_n_controls_median,eur_n_total_median,eur_case_fraction_median,eur_usable,comparison_trait_type,comparison_coloc_type,comparison_n_cases_median,comparison_n_controls_median,comparison_n_total_median,comparison_case_fraction_median,comparison_usable,portability_pre_ld_eligible,portability_failure_reason,coloc_input_eligible,coloc_failure_reason,coloc_powered_both_ancestries,harmonized_parquet,harmonized_sidecar,cache_action,eur_n_cases,eur_n_controls,eur_n_total,eur_case_fraction,comparison_n_cases,comparison_n_controls,comparison_n_total,comparison_case_fraction,is_primary_mapping,is_nonmixed,primary_mechanistic_universe,portability_primary_locked,portability_sensitivity_locked,coloc_primary_locked,coloc_powered_primary_locked,coloc_sensitivity_locked,coloc_powered_sensitivity_locked,approval_analysis_eligible,approval_pool,approval_group,portability_deming_slope,portability_fiqt_slope,portability_naive_slope,portability_deming_ci_lower,portability_fiqt_ci_lower,portability_naive_ci_lower,portability_deming_ci_upper,portability_fiqt_ci_upper,portability_naive_ci_upper,portability_n_variants,portability_sign_concordance,portability_pearson_r,portability_lead_sign_concordant,portability_median_abs_eur_z,portability_deming_near_boundary,portability_primary_r2_threshold,coloc_comparison_prior_stability,coloc_primary_category,coloc_primary_pp_h3,coloc_primary_pp_h4,coloc_primary_conditional_h4,coloc_minimum_pp_h3,coloc_maximum_pp_h3,coloc_minimum_pp_h4,coloc_maximum_pp_h4,portability_final_available,coloc_powered_final_available,both_final_mechanisms_available,mechanistic_availability
cmp_02626343e8b15fa9,gt_7f0a185215562536,IL13,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,AMR,PRIMARY,False,True,0.01,5e-08,3,50,1704,615,,0,612,1,612,613,571,613,613,613,306,612,284,284.0,0,0,0.0,0.0,True,True,0.0,0.0,1.0,1.0,binary,cc,53597.0,882000.0,935597.0,0.05728641712190184,True,binary,cc,1503.0,13583.0,15086.0,0.09962879490918733,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_02626343e8b15fa9.parquet,intermediate/15b4/comparisons/cmp_02626343e8b15fa9.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_192f316675024137,gt_7f0a185215562536,IL13,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,EAS,PRIMARY,False,True,0.01,5e-08,3,50,1704,468,,0,322,0,322,322,294,322,322,322,287,321,262,262.0,0,0,0.0,0.0,True,True,0.0,0.0,1.0,1.0,binary,cc,53597.0,882000.0,935597.0,0.05728641712190184,True,binary,cc,19044.0,310689.0,329733.0,0.057755820618500424,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_192f316675024137.parquet,intermediate/15b4/comparisons/cmp_192f316675024137.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_dc366550312e136a,gt_75373d2e995e29c7,IL1R1,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,AFR,PRIMARY,False,True,0.01,5e-08,3,50,3155,2450,,0,1469,1,1469,1470,1388,1470,1470,1470,917,1468,865,865.0,0,0,0.0,0.0,True,True,0.0,0.0,2.0,1.0,binary,cc,58559.0,937358.0,995917.0,0.0587990766298798,True,binary,cc,1978.0,27704.0,29682.0,0.06663971430496597,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_dc366550312e136a.parquet,intermediate/15b4/comparisons/cmp_dc366550312e136a.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_a3b094a43f523b4d,gt_75373d2e995e29c7,IL1R1,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,AMR,PRIMARY,False,True,0.01,5e-08,3,50,3155,1244,,0,1239,1,1239,1240,1186,1240,1240,1240,973,1239,930,930.0,0,0,0.0,0.0,True,True,0.0,0.0,1.0,1.0,binary,cc,58559.0,937358.0,995917.0,0.0587990766298798,True,binary,cc,1503.0,13583.0,15086.0,0.09962879490918733,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_a3b094a43f523b4d.parquet,intermediate/15b4/comparisons/cmp_a3b094a43f523b4d.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_7b1eeb79ae2032bb,gt_75373d2e995e29c7,IL1R1,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,EAS,PRIMARY,False,True,0.01,5e-08,3,50,3155,1302,,0,943,0,943,943,887,943,943,943,835,939,779,779.0,0,0,0.0,0.0,True,True,0.0,0.0,4.0,2.0,binary,cc,58559.0,937358.0,995917.0,0.0587990766298798,True,binary,cc,19044.0,310689.0,329733.0,0.057755820618500424,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_7b1eeb79ae2032bb.parquet,intermediate/15b4/comparisons/cmp_7b1eeb79ae2032bb.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_84c689815498ec84,gt_04df48c5ba39ad54,IL1RL1,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,AFR,PRIMARY,False,True,0.01,5e-08,3,50,2329,1772,,0,1131,0,1131,1131,1062,1131,1131,1131,827,1125,776,776.0,1,0,1.0,0.0,True,True,1.0,0.0,6.0,2.0,binary,cc,58559.0,937358.0,995917.0,0.0587990766298798,True,binary,cc,1978.0,27704.0,29682.0,0.06663971430496597,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_84c689815498ec84.parquet,intermediate/15b4/comparisons/cmp_84c689815498ec84.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_86cebedd52e15c1e,gt_04df48c5ba39ad54,IL1RL1,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,AMR,PRIMARY,False,True,0.01,5e-08,3,50,2329,964,,0,961,1,961,962,908,962,962,962,846,957,802,802.0,1,0,1.0,0.0,True,True,1.0,0.0,5.0,0.0,binary,cc,58559.0,937358.0,995917.0,0.0587990766298798,True,binary,cc,1503.0,13583.0,15086.0,0.09962879490918733,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_86cebedd52e15c1e.parquet,intermediate/15b4/comparisons/cmp_86cebedd52e15c1e.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_b518c6b92cc176ea,gt_04df48c5ba39ad54,IL1RL1,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,EAS,PRIMARY,False,True,0.01,5e-08,3,50,2329,1036,,0,792,0,792,792,735,792,792,792,708,786,653,653.0,1,0,1.0,0.0,True,True,1.0,0.0,6.0,1.0,binary,cc,58559.0,937358.0,995917.0,0.0587990766298798,True,binary,cc,19044.0,310689.0,329733.0,0.057755820618500424,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_b518c6b92cc176ea.parquet,intermediate/15b4/comparisons/cmp_b518c6b92cc176ea.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_1f5f078aefada531,gt_06e6ca91a1d5c2c3,IL33,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,AFR,PRIMARY,False,True,0.01,5e-08,3,50,2410,1716,,0,1050,0,1050,1050,1001,1050,1050,1050,625,1049,602,602.0,0,0,0.0,0.0,True,True,1.0,1.0,1.0,1.0,binary,cc,56554.0,922722.0,979276.0,0.0587990766298798,True,binary,cc,1791.0,26665.0,28456.0,0.06663971430496597,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_1f5f078aefada531.parquet,intermediate/15b4/comparisons/cmp_1f5f078aefada531.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_ef38db3809ac0455,gt_06e6ca91a1d5c2c3,IL33,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,AMR,PRIMARY,False,True,0.01,5e-08,3,50,2410,839,,0,827,0,827,827,795,827,827,827,667,825,643,643.0,0,0,0.0,0.0,True,True,1.0,1.0,1.0,2.0,binary,cc,56554.0,922722.0,979276.0,0.0587990766298798,True,binary,cc,1503.0,13583.0,15086.0,0.09962879490918733,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_ef38db3809ac0455.parquet,intermediate/15b4/comparisons/cmp_ef38db3809ac0455.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_81d128e184d782cd,gt_06e6ca91a1d5c2c3,IL33,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,EAS,PRIMARY,False,True,0.01,5e-08,3,50,2410,634,,0,412,0,412,412,392,412,412,412,307,412,294,294.0,0,0,0.0,0.0,True,True,0.0,0.0,0.0,0.0,binary,cc,58559.0,937358.0,995917.0,0.0587990766298798,True,binary,cc,19044.0,310689.0,329733.0,0.057755820618500424,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_81d128e184d782cd.parquet,intermediate/15b4/comparisons/cmp_81d128e184d782cd.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_7a2e01760a226fa2,gt_6f6609fa8e0d87fe,IL4R,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,AFR,PRIMARY,False,True,0.01,5e-08,3,50,2453,1660,,0,1114,0,1114,1114,1044,1114,1114,1114,627,1112,581,581.0,0,0,0.0,0.0,True,True,0.0,0.0,1.0,2.0,binary,cc,55943.0,914529.0,970472.0,0.05775082816284684,True,binary,cc,1422.0,21028.0,22084.0,0.06663971430496597,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_7a2e01760a226fa2.parquet,intermediate/15b4/comparisons/cmp_7a2e01760a226fa2.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_47717a5272c50ec7,gt_6f6609fa8e0d87fe,IL4R,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,AMR,PRIMARY,False,True,0.01,5e-08,3,50,2453,930,,0,924,0,924,924,869,924,924,924,673,923,630,630.0,0,0,0.0,0.0,True,True,0.0,0.0,1.0,1.0,binary,cc,56554.0,922722.0,979276.0,0.05860466778074975,True,binary,cc,1503.0,13583.0,15086.0,0.09962879490918733,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_47717a5272c50ec7.parquet,intermediate/15b4/comparisons/cmp_47717a5272c50ec7.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_aae53e41eb3803b2,gt_6f6609fa8e0d87fe,IL4R,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,EAS,PRIMARY,False,True,0.01,5e-08,3,50,2453,737,,0,576,0,576,576,538,576,576,576,467,575,431,431.0,0,0,0.0,0.0,True,True,0.0,0.0,1.0,1.0,binary,cc,53597.0,882000.0,935597.0,0.05728641712190184,True,binary,cc,19044.0,310689.0,329733.0,0.057755820618500424,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_aae53e41eb3803b2.parquet,intermediate/15b4/comparisons/cmp_aae53e41eb3803b2.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_12d1c37ade212f9d,gt_f34cd2ca051e960b,NR3C1,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,AFR,PRIMARY,False,True,0.01,5e-08,3,50,2652,1975,,0,1078,3,1078,1081,1007,1081,1081,1081,649,1080,604,604.0,0,0,0.0,0.0,True,True,0.0,0.0,0.0,1.0,binary,cc,58559.0,937358.0,995917.0,0.0587990766298798,True,binary,cc,1978.0,27704.0,29682.0,0.06663971430496597,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_12d1c37ade212f9d.parquet,intermediate/15b4/comparisons/cmp_12d1c37ade212f9d.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,A,Launched/approved,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_a04249cddb013204,gt_f34cd2ca051e960b,NR3C1,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,AMR,PRIMARY,False,True,0.01,5e-08,3,50,2652,954,,0,949,0,949,949,902,949,949,949,669,948,640,640.0,0,0,0.0,0.0,True,True,0.0,0.0,0.0,1.0,binary,cc,58559.0,937358.0,995917.0,0.0587990766298798,True,binary,cc,1503.0,13583.0,15086.0,0.09962879490918733,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_a04249cddb013204.parquet,intermediate/15b4/comparisons/cmp_a04249cddb013204.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,A,Launched/approved,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_ce170ceef72f1244,gt_f34cd2ca051e960b,NR3C1,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,EAS,PRIMARY,False,True,0.01,5e-08,3,50,2652,1242,,0,688,3,688,691,636,691,691,691,546,690,506,506.0,0,0,0.0,0.0,True,True,0.0,0.0,0.0,1.0,binary,cc,58559.0,937358.0,995917.0,0.0587990766298798,True,binary,cc,19044.0,310689.0,329733.0,0.057755820618500424,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_ce170ceef72f1244.parquet,intermediate/15b4/comparisons/cmp_ce170ceef72f1244.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,A,Launched/approved,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_9132cd16ecfec364,gt_f3dc92ab28823f74,PDE3A,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,AFR,PRIMARY,False,True,0.01,5e-08,3,50,5390,3972,,0,2759,5,2759,2764,2546,2764,2764,2764,1764,2756,1625,1629.0,0,0,0.0,0.0,True,True,0.0,0.0,5.0,6.0,binary,cc,58559.0,937358.0,995917.0,0.0587990766298798,True,binary,cc,1978.0,27704.0,29682.0,0.06663971430496597,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_9132cd16ecfec364.parquet,intermediate/15b4/comparisons/cmp_9132cd16ecfec364.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_c312c3b9fd0f2973,gt_f3dc92ab28823f74,PDE3A,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,AMR,PRIMARY,False,True,0.01,5e-08,3,50,5390,2316,,0,2310,0,2310,2310,2163,2310,2310,2310,1880,2309,1761,1761.0,0,0,0.0,0.0,True,True,0.0,0.0,1.0,0.0,binary,cc,58559.0,937358.0,995917.0,0.0587990766298798,True,binary,cc,1503.0,13583.0,15086.0,0.09962879490918733,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_c312c3b9fd0f2973.parquet,intermediate/15b4/comparisons/cmp_c312c3b9fd0f2973.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_1c12533753670edd,gt_f3dc92ab28823f74,PDE3A,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,EAS,PRIMARY,False,True,0.01,5e-08,3,50,5390,2170,,0,1742,4,1742,1746,1612,1746,1746,1746,1434,1743,1315,1318.0,0,0,0.0,0.0,True,True,0.0,0.0,3.0,2.0,binary,cc,58559.0,937358.0,995917.0,0.0587990766298798,True,binary,cc,19044.0,310689.0,329733.0,0.057755820618500424,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_1c12533753670edd.parquet,intermediate/15b4/comparisons/cmp_1c12533753670edd.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_d46edc983b4eee0b,gt_d6af00b513deb475,PDE4B,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,AFR,PRIMARY,False,True,0.01,5e-08,3,50,6940,5068,,0,3306,3,3306,3309,3069,3309,3309,3309,2027,3303,1878,1878.0,0,0,0.0,0.0,True,True,2.0,0.0,3.0,5.0,binary,cc,58559.0,937358.0,995917.0,0.0587990766298798,True,binary,cc,1978.0,27704.0,29682.0,0.06663971430496597,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_d46edc983b4eee0b.parquet,intermediate/15b4/comparisons/cmp_d46edc983b4eee0b.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_ef3380af92b3bfd4,gt_d6af00b513deb475,PDE4B,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,AMR,PRIMARY,False,True,0.01,5e-08,3,50,6940,2607,,0,2596,0,2596,2596,2439,2596,2596,2596,2152,2593,2022,2022.0,0,0,0.0,0.0,True,True,2.0,2.0,3.0,3.0,binary,cc,58559.0,937358.0,995917.0,0.0587990766298798,True,binary,cc,1503.0,13583.0,15086.0,0.09962879490918733,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_ef3380af92b3bfd4.parquet,intermediate/15b4/comparisons/cmp_ef3380af92b3bfd4.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_b52aa1a4b27054a7,gt_d6af00b513deb475,PDE4B,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,EAS,PRIMARY,False,True,0.01,5e-08,3,50,6940,2959,,0,2274,0,2274,2274,2108,2274,2274,2274,1900,2268,1756,1756.0,0,0,0.0,0.0,True,True,2.0,0.0,4.0,5.0,binary,cc,58559.0,937358.0,995917.0,0.0587990766298798,True,binary,cc,19044.0,310689.0,329733.0,0.057755820618500424,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_b52aa1a4b27054a7.parquet,intermediate/15b4/comparisons/cmp_b52aa1a4b27054a7.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_a6291206b522856e,gt_67779b85c25ee171,PDE4D,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,AFR,PRIMARY,False,True,0.01,5e-08,3,50,14899,10833,,0,7012,5,7012,7017,6509,7017,7017,7017,4092,7000,3808,3808.0,0,0,0.0,0.0,True,True,0.0,0.0,10.0,12.0,binary,cc,58559.0,937358.0,995917.0,0.0587990766298798,True,binary,cc,1978.0,27704.0,29682.0,0.06663971430496597,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_a6291206b522856e.parquet,intermediate/15b4/comparisons/cmp_a6291206b522856e.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_5a4c5c9533060800,gt_67779b85c25ee171,PDE4D,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,AMR,PRIMARY,False,True,0.01,5e-08,3,50,14899,6028,,0,5966,0,5966,5966,5623,5966,5966,5966,4496,5958,4247,4247.0,0,0,0.0,0.0,True,True,0.0,0.0,6.0,5.0,binary,cc,58559.0,937358.0,995917.0,0.0587990766298798,True,binary,cc,1503.0,13583.0,15086.0,0.09962879490918733,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_5a4c5c9533060800.parquet,intermediate/15b4/comparisons/cmp_5a4c5c9533060800.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_c025e4310d9f52fc,gt_67779b85c25ee171,PDE4D,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,EAS,PRIMARY,False,True,0.01,5e-08,3,50,14899,5740,,0,4343,1,4343,4344,4023,4344,4344,4344,3497,4332,3233,3233.0,0,0,0.0,0.0,True,True,0.0,0.0,12.0,2.0,binary,cc,58559.0,937358.0,995917.0,0.0587990766298798,True,binary,cc,19044.0,310689.0,329733.0,0.057755820618500424,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_c025e4310d9f52fc.parquet,intermediate/15b4/comparisons/cmp_c025e4310d9f52fc.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_9b4fd35c5baf7dbd,gt_1c362988229c8005,RARG,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,AFR,PRIMARY,False,True,0.01,5e-08,3,50,1707,1290,,0,757,0,757,757,708,757,757,757,378,753,349,349.0,0,0,0.0,0.0,True,True,0.0,0.0,4.0,2.0,binary,cc,55021.0,904357.0,959378.0,0.05775082816284684,True,binary,cc,1791.0,26665.0,28456.0,0.06663971430496597,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_9b4fd35c5baf7dbd.parquet,intermediate/15b4/comparisons/cmp_9b4fd35c5baf7dbd.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_13e27a7fdfa0eb30,gt_1c362988229c8005,RARG,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,AMR,PRIMARY,False,True,0.01,5e-08,3,50,1707,492,,0,491,0,491,491,463,491,491,491,399,488,376,376.0,0,0,0.0,0.0,True,True,0.0,0.0,2.0,2.0,binary,cc,56554.0,922722.0,979276.0,0.0587990766298798,True,binary,cc,1503.0,13583.0,15086.0,0.09962879490918733,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_13e27a7fdfa0eb30.parquet,intermediate/15b4/comparisons/cmp_13e27a7fdfa0eb30.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_514e180b55a9b84f,gt_1c362988229c8005,RARG,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,EAS,PRIMARY,False,True,0.01,5e-08,3,50,1707,606,,0,383,1,383,384,356,384,384,384,353,381,326,326.0,0,0,0.0,0.0,True,True,0.0,0.0,3.0,2.0,binary,cc,56554.0,922722.0,979276.0,0.0587990766298798,True,binary,cc,19044.0,310689.0,329733.0,0.057755820618500424,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_514e180b55a9b84f.parquet,intermediate/15b4/comparisons/cmp_514e180b55a9b84f.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_0263f1dc95002377,gt_3ff7791c43db60b1,SERPINA1,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,AFR,PRIMARY,False,True,0.01,5e-08,3,50,2263,1780,,0,1183,1,1183,1184,1122,1184,1184,1184,797,1183,753,753.0,0,0,0.0,0.0,True,True,0.0,0.0,1.0,0.0,binary,cc,58559.0,937358.0,995917.0,0.0587990766298798,True,binary,cc,1978.0,27704.0,29682.0,0.06663971430496597,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_0263f1dc95002377.parquet,intermediate/15b4/comparisons/cmp_0263f1dc95002377.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
cmp_e973d965c03b787d,gt_3ff7791c43db60b1,SERPINA1,GBMI,GBMI::COPD,Chronic obstructive pulmonary disease,AMR,PRIMARY,False,True,0.01,5e-08,3,50,2263,1016,,0,1011,1,1011,1012,967,1012,1012,1012,853,1011,814,814.0,1,0,1.0,0.0,True,True,0.0,0.0,1.0,0.0,binary,cc,58559.0,937358.0,995917.0,0.0587990766298798,True,binary,cc,1503.0,13583.0,15086.0,0.09962879490918733,True,False,fewer_than_3_qualified_EUR_GWS_variants,True,,False,intermediate/15b4/comparisons/cmp_e973d965c03b787d.parquet,intermediate/15b4/comparisons/cmp_e973d965c03b787d.json,PROCESSED_NOW,,,,,,,,,True,True,True,False,False,True,False,True,False,True,B,Phase I-III/not launched,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,NEITHER
