mesh_release,indication_mesh_id,indication_mesh_term,mesh_descriptor_name,mesh_category_code,mesh_category_name,tree_numbers,n_tree_numbers_in_category,term_matches_descriptor
2026,D005173,Factor XI Deficiency,Factor XI Deficiency,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",C16.320.099.325,1,True
2026,D006073,Gout,Gout,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",C16.320.565.798.368,1,True
2026,D006432,Hemochromatosis,Hemochromatosis,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",C16.320.565.618.337,1,True
2026,D006467,Hemophilia A,Hemophilia A,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",C16.320.099.500,1,True
2026,D006712,Homocystinuria,Homocystinuria,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",C16.320.565.100.480.500|C16.320.565.189.365,2,True
2026,D008072,Hyperlipoproteinemia Type I,Hyperlipoproteinemia Type I,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",C16.320.565.398.465,1,True
2026,D006938,Hyperlipoproteinemia Type II,Hyperlipoproteinemia Type II,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",C16.320.565.398.481,1,True
2026,D052456,Hypoalphalipoproteinemias,Hypoalphalipoproteinemias,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",C16.320.565.398.500.330,1,True
2026,D007014,Hypophosphatasia,Hypophosphatasia,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",C16.320.565.618.482,1,True
2026,D007863,Lecithin Cholesterol Acyltransferase Deficiency,Lecithin Cholesterol Acyltransferase Deficiency,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",C16.320.565.398.500.330.500,1,True
2026,D009223,Myotonic Dystrophy,Myotonic Dystrophy,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",C16.320.400.542|C16.320.577.500,2,True
2026,D012174,Retinitis Pigmentosa,Retinitis Pigmentosa,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",C16.320.290.684,1,True
2026,D058496,Smith-Magenis Syndrome,Smith-Magenis Syndrome,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",C16.131.077.879|C16.131.260.887|C16.320.180.887,3,True
2026,D013789,Thalassemia,Thalassemia,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",C16.320.070.875|C16.320.365.826,2,True
2026,D014983,Xeroderma Pigmentosum,Xeroderma Pigmentosum,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",C16.131.831.936|C16.320.850.970,2,True
2026,D019896,alpha 1-Antitrypsin Deficiency,alpha 1-Antitrypsin Deficiency,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",C16.320.060,1,True
2026,D014842,von Willebrand Diseases,von Willebrand Diseases,C16,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities",C16.320.099.920,1,True
2026,D000417,Albinism,Albinism,C17,Skin and Connective Tissue Diseases,C17.800.621.440.102|C17.800.827.080,2,True
2026,D000505,Alopecia,Alopecia,C17,Skin and Connective Tissue Diseases,C17.800.329.937.122,1,True
2026,D001171,"Arthritis, Juvenile","Arthritis, Juvenile",C17,Skin and Connective Tissue Diseases,C17.300.775.049,1,True
2026,D015535,"Arthritis, Psoriatic","Arthritis, Psoriatic",C17,Skin and Connective Tissue Diseases,C17.800.859.675.175,1,True
2026,D001172,"Arthritis, Rheumatoid","Arthritis, Rheumatoid",C17,Skin and Connective Tissue Diseases,C17.300.775.099,1,True
2026,D001943,Breast Neoplasms,Breast Neoplasms,C17,Skin and Connective Tissue Diseases,C17.800.090.500,1,True
2026,D003876,"Dermatitis, Atopic","Dermatitis, Atopic",C17,Skin and Connective Tissue Diseases,C17.800.174.193|C17.800.815.193|C17.800.827.210,3,True
2026,D017719,Diabetic Foot,Diabetic Foot,C17,Skin and Connective Tissue Diseases,C17.800.893.592.450.200,1,True
2026,D004485,Eczema,Eczema,C17,Skin and Connective Tissue Diseases,C17.800.174.620|C17.800.815.620,2,True
2026,D006177,Gynecomastia,Gynecomastia,C17,Skin and Connective Tissue Diseases,C17.800.090.875,1,True
2026,D006712,Homocystinuria,Homocystinuria,C17,Skin and Connective Tissue Diseases,C17.300.428,1,True
2026,D055623,"Keratosis, Actinic","Keratosis, Actinic",C17,Skin and Connective Tissue Diseases,C17.800.428.570,1,True
2026,D008180,"Lupus Erythematosus, Systemic","Lupus Erythematosus, Systemic",C17,Skin and Connective Tissue Diseases,C17.300.480,1,True
2026,D008181,Lupus Nephritis,Lupus Nephritis,C17,Skin and Connective Tissue Diseases,C17.300.480.680,1,True
2026,D008545,Melanoma,Melanoma,C17,Skin and Connective Tissue Diseases,C17.800.882.445,1,True
2026,D010787,Photosensitivity Disorders,Photosensitivity Disorders,C17,Skin and Connective Tissue Diseases,C17.800.600,1,True
2026,D010916,Pityriasis Rubra Pilaris,Pityriasis Rubra Pilaris,C17,Skin and Connective Tissue Diseases,C17.800.859.600.685,1,True
2026,D011565,Psoriasis,Psoriasis,C17,Skin and Connective Tissue Diseases,C17.800.859.675,1,True
2026,D012859,Sjogren's Syndrome,Sjogren's Syndrome,C17,Skin and Connective Tissue Diseases,C17.300.775.099.774,1,True
2026,D013625,Takayasu Arteritis,Takayasu Arteritis,C17,Skin and Connective Tissue Diseases,C17.800.862.875,1,True
2026,D014647,Varicose Ulcer,Varicose Ulcer,C17,Skin and Connective Tissue Diseases,C17.800.893.592.730,1,True
2026,D014983,Xeroderma Pigmentosum,Xeroderma Pigmentosum,C17,Skin and Connective Tissue Diseases,C17.800.600.925|C17.800.621.936|C17.800.804.936|C17.800.827.970,4,True
2026,D000417,Albinism,Albinism,C18,Nutritional and Metabolic Diseases,C18.452.648.100.102,1,True
2026,D000690,Amyotrophic Lateral Sclerosis,Amyotrophic Lateral Sclerosis,C18,Nutritional and Metabolic Diseases,C18.452.845.800.050,1,True
2026,D001851,"Bone Diseases, Metabolic","Bone Diseases, Metabolic",C18,Nutritional and Metabolic Diseases,C18.452.104,1,True
2026,D002446,Celiac Disease,Celiac Disease,C18,Nutritional and Metabolic Diseases,C18.452.603.250,1,True
2026,D003414,Crigler-Najjar Syndrome,Crigler-Najjar Syndrome,C18,Nutritional and Metabolic Diseases,C18.452.648.300.281,1,True
2026,D003920,Diabetes Mellitus,Diabetes Mellitus,C18,Nutritional and Metabolic Diseases,C18.452.394.750,1,True
2026,D003922,"Diabetes Mellitus, Type 1","Diabetes Mellitus, Type 1",C18,Nutritional and Metabolic Diseases,C18.452.394.750.124,1,True
2026,D003924,"Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2",C18,Nutritional and Metabolic Diseases,C18.452.394.750.149,1,True
2026,D050171,Dyslipidemias,Dyslipidemias,C18,Nutritional and Metabolic Diseases,C18.452.584.500,1,True
2026,D057180,Frontotemporal Dementia,Frontotemporal Dementia,C18,Nutritional and Metabolic Diseases,C18.452.845.800.300.299,1,True
2026,D006073,Gout,Gout,C18,Nutritional and Metabolic Diseases,C18.452.648.798.368,1,True
2026,D006432,Hemochromatosis,Hemochromatosis,C18,Nutritional and Metabolic Diseases,C18.452.565.500.480|C18.452.648.618.337,2,True
2026,D006712,Homocystinuria,Homocystinuria,C18,Nutritional and Metabolic Diseases,C18.452.132.100.365|C18.452.648.100.480.500|C18.452.648.189.365,3,True
2026,D006934,Hypercalcemia,Hypercalcemia,C18,Nutritional and Metabolic Diseases,C18.452.174.451|C18.452.950.340,2,True
2026,D006937,Hypercholesterolemia,Hypercholesterolemia,C18,Nutritional and Metabolic Diseases,C18.452.584.500.500.396,1,True
2026,D006949,Hyperlipidemias,Hyperlipidemias,C18,Nutritional and Metabolic Diseases,C18.452.584.500.500,1,True
2026,D008072,Hyperlipoproteinemia Type I,Hyperlipoproteinemia Type I,C18,Nutritional and Metabolic Diseases,C18.452.584.500.500.644.237|C18.452.584.563.465|C18.452.648.398.465,3,True
2026,D006938,Hyperlipoproteinemia Type II,Hyperlipoproteinemia Type II,C18,Nutritional and Metabolic Diseases,C18.452.584.500.500.644.475|C18.452.584.563.481|C18.452.648.398.481,3,True
2026,D015228,Hypertriglyceridemia,Hypertriglyceridemia,C18,Nutritional and Metabolic Diseases,C18.452.584.500.500.851,1,True
2026,D052456,Hypoalphalipoproteinemias,Hypoalphalipoproteinemias,C18,Nutritional and Metabolic Diseases,C18.452.584.500.875.330|C18.452.584.563.500.330|C18.452.648.398.500.330,3,True
2026,D006996,Hypocalcemia,Hypocalcemia,C18,Nutritional and Metabolic Diseases,C18.452.174.509|C18.452.950.509,2,True
2026,D007014,Hypophosphatasia,Hypophosphatasia,C18,Nutritional and Metabolic Diseases,C18.452.648.618.482,1,True
2026,D017674,Hypophosphatemia,Hypophosphatemia,C18,Nutritional and Metabolic Diseases,C18.452.750.400,1,True
2026,D007863,Lecithin Cholesterol Acyltransferase Deficiency,Lecithin Cholesterol Acyltransferase Deficiency,C18,Nutritional and Metabolic Diseases,C18.452.584.500.875.330.500|C18.452.584.563.500.330.500|C18.452.648.398.500.330.500,3,True
2026,D008659,Metabolic Diseases,Metabolic Diseases,C18,Nutritional and Metabolic Diseases,C18.452,1,True
2026,D024821,Metabolic Syndrome,Metabolic Syndrome,C18,Nutritional and Metabolic Diseases,C18.452.394.968.500.570|C18.452.625,2,True
2026,D009765,Obesity,Obesity,C18,Nutritional and Metabolic Diseases,C18.654.726.750.500,1,True
2026,D010024,Osteoporosis,Osteoporosis,C18,Nutritional and Metabolic Diseases,C18.452.104.579,1,True
2026,D014983,Xeroderma Pigmentosum,Xeroderma Pigmentosum,C18,Nutritional and Metabolic Diseases,C18.452.284.975,1,True
2026,D003920,Diabetes Mellitus,Diabetes Mellitus,C19,Endocrine System Diseases,C19.246,1,True
2026,D003922,"Diabetes Mellitus, Type 1","Diabetes Mellitus, Type 1",C19,Endocrine System Diseases,C19.246.267,1,True
2026,D003924,"Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2",C19,Endocrine System Diseases,C19.246.300,1,True
2026,D017719,Diabetic Foot,Diabetic Foot,C19,Endocrine System Diseases,C19.246.099.500.191|C19.246.099.937.250,2,True
2026,D003928,Diabetic Nephropathies,Diabetic Nephropathies,C19,Endocrine System Diseases,C19.246.099.875,1,True
2026,D003929,Diabetic Neuropathies,Diabetic Neuropathies,C19,Endocrine System Diseases,C19.246.099.937,1,True
2026,D004700,Endocrine System Diseases,Endocrine System Diseases,C19,Endocrine System Diseases,C19,1,True
2026,D049950,"Hyperparathyroidism, Primary","Hyperparathyroidism, Primary",C19,Endocrine System Diseases,C19.642.355.239,1,True
2026,D006962,"Hyperparathyroidism, Secondary","Hyperparathyroidism, Secondary",C19,Endocrine System Diseases,C19.642.355.480,1,True
2026,D006980,Hyperthyroidism,Hyperthyroidism,C19,Endocrine System Diseases,C19.874.397,1,True
2026,D007037,Hypothyroidism,Hypothyroidism,C19,Endocrine System Diseases,C19.874.482,1,True
2026,D010051,Ovarian Neoplasms,Ovarian Neoplasms,C19,Endocrine System Diseases,C19.344.410|C19.391.630.705,2,True
2026,D011085,Polycystic Ovary Syndrome,Polycystic Ovary Syndrome,C19,Endocrine System Diseases,C19.391.630.580.765,1,True
2026,D011628,"Puberty, Delayed","Puberty, Delayed",C19,Endocrine System Diseases,C19.391.690,1,True
2026,D013736,Testicular Neoplasms,Testicular Neoplasms,C19,Endocrine System Diseases,C19.344.762|C19.391.829.782,2,True
2026,D001171,"Arthritis, Juvenile","Arthritis, Juvenile",C20,Immune System Diseases,C20.111.198,1,True
2026,D001172,"Arthritis, Rheumatoid","Arthritis, Rheumatoid",C20,Immune System Diseases,C20.111.199,1,True
2026,D001249,Asthma,Asthma,C20,Immune System Diseases,C20.543.480.680.095,1,True
2026,D001327,Autoimmune Diseases,Autoimmune Diseases,C20,Immune System Diseases,C20.111,1,True
2026,D003876,"Dermatitis, Atopic","Dermatitis, Atopic",C20,Immune System Diseases,C20.543.480.343,1,True
2026,D003922,"Diabetes Mellitus, Type 1","Diabetes Mellitus, Type 1",C20,Immune System Diseases,C20.111.327,1,True
2026,D057765,Eosinophilic Esophagitis,Eosinophilic Esophagitis,C20,Immune System Diseases,C20.543.480.356,1,True
2026,D005922,"Glomerulonephritis, IGA","Glomerulonephritis, IGA",C20,Immune System Diseases,C20.111.525,1,True
2026,D006689,Hodgkin Disease,Hodgkin Disease,C20,Immune System Diseases,C20.683.515.761.355,1,True
2026,D006967,Hypersensitivity,Hypersensitivity,C20,Immune System Diseases,C20.543,1,True
2026,D015451,"Leukemia, Lymphocytic, Chronic, B-Cell","Leukemia, Lymphocytic, Chronic, B-Cell",C20,Immune System Diseases,C20.683.515.528.080.125,1,True
2026,D008180,"Lupus Erythematosus, Systemic","Lupus Erythematosus, Systemic",C20,Immune System Diseases,C20.111.590,1,True
2026,D008181,Lupus Nephritis,Lupus Nephritis,C20,Immune System Diseases,C20.111.590.560,1,True
2026,D008223,Lymphoma,Lymphoma,C20,Immune System Diseases,C20.683.515.761,1,True
2026,D008224,"Lymphoma, Follicular","Lymphoma, Follicular",C20,Immune System Diseases,C20.683.515.761.480.350,1,True
2026,D009101,Multiple Myeloma,Multiple Myeloma,C20,Immune System Diseases,C20.683.515.845|C20.683.780.650,2,True
2026,D009103,Multiple Sclerosis,Multiple Sclerosis,C20,Immune System Diseases,C20.111.258.250.500,1,True
2026,D054198,Precursor Cell Lymphoblastic Leukemia-Lymphoma,Precursor Cell Lymphoblastic Leukemia-Lymphoma,C20,Immune System Diseases,C20.683.515.528.600,1,True
2026,D016553,"Purpura, Thrombocytopenic, Idiopathic","Purpura, Thrombocytopenic, Idiopathic",C20,Immune System Diseases,C20.111.759|C20.841.600,2,True
2026,D065631,"Rhinitis, Allergic","Rhinitis, Allergic",C20,Immune System Diseases,C20.543.480.680.443,1,True
2026,D006255,"Rhinitis, Allergic, Seasonal","Rhinitis, Allergic, Seasonal",C20,Immune System Diseases,C20.543.480.680.443.750,1,True
2026,D012507,Sarcoidosis,Sarcoidosis,C20,Immune System Diseases,C20.543.418.575,1,True
2026,D012859,Sjogren's Syndrome,Sjogren's Syndrome,C20,Immune System Diseases,C20.111.199.774,1,True
2026,D000505,Alopecia,Alopecia,C23,"Pathological Conditions, Signs and Symptoms",C23.300.035,1,True
2026,D001145,"Arrhythmias, Cardiac","Arrhythmias, Cardiac",C23,"Pathological Conditions, Signs and Symptoms",C23.550.073,1,True
2026,D001281,Atrial Fibrillation,Atrial Fibrillation,C23,"Pathological Conditions, Signs and Symptoms",C23.550.073.198,1,True
2026,D029481,"Bronchitis, Chronic","Bronchitis, Chronic",C23,"Pathological Conditions, Signs and Symptoms",C23.550.291.500.875.750,1,True
2026,D042882,Gallstones,Gallstones,C23,"Pathological Conditions, Signs and Symptoms",C23.300.175.525,1,True
2026,D007249,Inflammation,Inflammation,C23,"Pathological Conditions, Signs and Symptoms",C23.550.470,1,True
2026,D007676,"Kidney Failure, Chronic","Kidney Failure, Chronic",C23,"Pathological Conditions, Signs and Symptoms",C23.550.291.500.906.500,1,True
2026,D015451,"Leukemia, Lymphocytic, Chronic, B-Cell","Leukemia, Lymphocytic, Chronic, B-Cell",C23,"Pathological Conditions, Signs and Symptoms",C23.550.291.500.483,1,True
2026,D015464,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive","Leukemia, Myelogenous, Chronic, BCR-ABL Positive",C23,"Pathological Conditions, Signs and Symptoms",C23.550.291.500.485,1,True
2026,D008103,Liver Cirrhosis,Liver Cirrhosis,C23,"Pathological Conditions, Signs and Symptoms",C23.550.355.412,1,True
2026,D008105,"Liver Cirrhosis, Biliary","Liver Cirrhosis, Biliary",C23,"Pathological Conditions, Signs and Symptoms",C23.550.355.412.400,1,True
2026,D009203,Myocardial Infarction,Myocardial Infarction,C23,"Pathological Conditions, Signs and Symptoms",C23.550.513.355.750|C23.550.717.489.750,2,True
2026,D009298,Nasal Polyps,Nasal Polyps,C23,"Pathological Conditions, Signs and Symptoms",C23.300.825.557,1,True
2026,D009437,Neuralgia,Neuralgia,C23,"Pathological Conditions, Signs and Symptoms",C23.888.592.612.664,1,True
2026,D009765,Obesity,Obesity,C23,"Pathological Conditions, Signs and Symptoms",C23.888.144.699.500,1,True
2026,D029424,"Pulmonary Disease, Chronic Obstructive","Pulmonary Disease, Chronic Obstructive",C23,"Pathological Conditions, Signs and Symptoms",C23.550.291.500.875,1,True
2026,D016553,"Purpura, Thrombocytopenic, Idiopathic","Purpura, Thrombocytopenic, Idiopathic",C23,"Pathological Conditions, Signs and Symptoms",C23.550.414.950.687.600|C23.888.885.687.687.600,2,True
2026,D018805,Sepsis,Sepsis,C23,"Pathological Conditions, Signs and Symptoms",C23.550.470.790.500,1,True
2026,D012893,Sleep Wake Disorders,Sleep Wake Disorders,C23,"Pathological Conditions, Signs and Symptoms",C23.888.592.796,1,True
2026,D013494,"Supranuclear Palsy, Progressive","Supranuclear Palsy, Progressive",C23,"Pathological Conditions, Signs and Symptoms",C23.888.592.636.447.690,1,True
2026,D017180,"Tachycardia, Ventricular","Tachycardia, Ventricular",C23,"Pathological Conditions, Signs and Symptoms",C23.550.073.845.940,1,True
2026,D019896,alpha 1-Antitrypsin Deficiency,alpha 1-Antitrypsin Deficiency,C23,"Pathological Conditions, Signs and Symptoms",C23.550.325.500.500,1,True
2026,D020178,"Sleep Disorders, Circadian Rhythm","Sleep Disorders, Circadian Rhythm",C24,Occupational Diseases,C24.900,1,True
2026,D019973,Alcohol-Related Disorders,Alcohol-Related Disorders,C25,Chemically-Induced Disorders,C25.775.100,1,True
2026,D000437,Alcoholism,Alcoholism,C25,Chemically-Induced Disorders,C25.775.100.250,1,True
2026,D009293,Opioid-Related Disorders,Opioid-Related Disorders,C25,Chemically-Induced Disorders,C25.775.643.500,1,True
2026,D019966,Substance-Related Disorders,Substance-Related Disorders,C25,Chemically-Induced Disorders,C25.775,1,True
2026,D014029,Tobacco Use Disorder,Tobacco Use Disorder,C25,Chemically-Induced Disorders,C25.775.912,1,True
2026,D019973,Alcohol-Related Disorders,Alcohol-Related Disorders,F03,Mental Disorders,F03.900.100,1,True
2026,D000437,Alcoholism,Alcoholism,F03,Mental Disorders,F03.900.100.350,1,True
2026,D000544,Alzheimer Disease,Alzheimer Disease,F03,Mental Disorders,F03.615.400.100,1,True
2026,D001008,Anxiety Disorders,Anxiety Disorders,F03,Mental Disorders,F03.080,1,True
2026,D001714,Bipolar Disorder,Bipolar Disorder,F03,Mental Disorders,F03.600.150.500,1,True
2026,D003704,Dementia,Dementia,F03,Mental Disorders,F03.615.400,1,True
2026,D003865,"Depressive Disorder, Major",Major Depressive Disorder,F03,Mental Disorders,F03.600.300.375,1,False
2026,D020920,Dyssomnias,Dyssomnias,F03,Mental Disorders,F03.870.400,1,True
2026,D057180,Frontotemporal Dementia,Frontotemporal Dementia,F03,Mental Disorders,F03.615.400.380.299,1,True
2026,D020177,Idiopathic Hypersomnia,Idiopathic Hypersomnia,F03,Mental Disorders,F03.870.400.800.200.400,1,True
2026,D009290,Narcolepsy,Narcolepsy,F03,Mental Disorders,F03.870.400.800.200.750,1,True
2026,D009771,Obsessive-Compulsive Disorder,Obsessive-Compulsive Disorder,F03,Mental Disorders,F03.080.600,1,True
2026,D009293,Opioid-Related Disorders,Opioid-Related Disorders,F03,Mental Disorders,F03.900.647.500,1,True
2026,D016584,Panic Disorder,Panic Disorder,F03,Mental Disorders,F03.080.700,1,True
2026,D000072861,"Phobia, Social","Phobia, Social",F03,Mental Disorders,F03.080.725.500,1,True
2026,D011618,Psychotic Disorders,Psychotic Disorders,F03,Mental Disorders,F03.700.675,1,True
2026,D012148,Restless Legs Syndrome,Restless Legs Syndrome,F03,Mental Disorders,F03.870.400.800.700|F03.870.664.634,2,True
2026,D012559,Schizophrenia,Schizophrenia,F03,Mental Disorders,F03.700.750,1,True
2026,D020178,"Sleep Disorders, Circadian Rhythm","Sleep Disorders, Circadian Rhythm",F03,Mental Disorders,F03.870.400.200,1,True
2026,D007319,Sleep Initiation and Maintenance Disorders,Sleep Initiation and Maintenance Disorders,F03,Mental Disorders,F03.870.400.800.800,1,True
2026,D012893,Sleep Wake Disorders,Sleep Wake Disorders,F03,Mental Disorders,F03.870,1,True
2026,D019966,Substance-Related Disorders,Substance-Related Disorders,F03,Mental Disorders,F03.900,1,True
2026,D014029,Tobacco Use Disorder,Tobacco Use Disorder,F03,Mental Disorders,F03.900.912,1,True
